feature,p_value,u_stat,cohens_d,cohens_d_raw,log2_fc,ad_mean,control_mean,direction,p_adj
o__Synergistales,0.5012519914080794,2210.0,0.003646404018814368,-0.003646404018814368,0.0,-2.15279367293606,-2.1422898752425716,down,1.0
o__Bacteroidales,0.23221799357677875,2658.0,0.26952636545064246,0.26952636545064246,0.07826685061100319,8.505066213719694,8.055954957730815,up,1.0
o__Coriobacteriales,0.8640168578801645,2330.0,0.0028463732764823333,0.0028463732764823333,0.0023083880678689893,4.39104336819529,4.384023085391061,up,1.0
o__Methanobacteriales,0.7827847230108824,2305.0,0.01726484631704734,-0.01726484631704734,0.0,-1.0426532008320162,-1.0134159786554504,down,1.0
o__Eubacteriales,0.9966671262860999,2373.0,0.11869916080492456,0.11869916080492456,0.015425403319950579,9.675600194854852,9.572699047332135,up,1.0
o__Acidaminococcales,0.30809636302258747,2127.0,0.15816115779786843,-0.15816115779786843,-0.19371417492628432,3.313178271311152,3.789296438896812,down,1.0
o__OFGB3012,0.5336819479672524,2222.0,0.07531783136277832,-0.07531783136277832,0.0,-0.2121304126414332,-0.0840932769869709,down,1.0
o__Desulfovibrionales,0.6549075236507151,2479.0,0.11707340493621983,0.11707340493621983,0.20830123104069131,2.572368817985744,2.2265288036662914,up,1.0
o__Lactobacillales,0.6309627316255308,2256.0,0.11583598713907799,-0.11583598713907799,-0.06431961918749828,5.493405901494389,5.743859715415415,down,1.0
o__Eggerthellales,0.940064576558677,2390.0,0.009193332769533345,-0.009193332769533345,-0.0038165575067471134,5.002136534858082,5.015386886051705,down,1.0
o__Erysipelotrichales,0.9933343107255256,2369.0,0.04464234491179653,-0.04464234491179653,-0.019306842097064073,5.377588912671471,5.450038099530157,down,1.0
o__Enterobacterales,0.7069589076056451,2462.0,0.0835948500386401,0.0835948500386401,0.05973369229857095,5.284112057970345,5.0697948489604805,up,1.0
o__OFGB2875,0.8903621709657936,2405.0,0.12497813479781697,0.12497813479781697,0.0,-1.9720035665063458,-2.0857381418910963,up,1.0
o__Corynebacteriales,0.7225463346740737,2457.0,0.14250515065064762,0.14250515065064762,0.0,-1.2995982353892168,-1.525556746842881,up,1.0
o__Bifidobacteriales,0.8410870596635687,2323.0,0.05942099180371345,-0.05942099180371345,-0.04370828675733295,5.541584754985574,5.712043225180912,down,1.0
o__OFGB9120,0.5092604502070492,2213.0,0.27969371993615544,-0.27969371993615544,-0.5947658908439886,0.41117341899248644,0.6209654037631568,down,1.0
o__Candidatus_Saccharimonadales,0.8312999405081587,2320.0,0.07577202516998045,-0.07577202516998045,0.0,-0.4184959279535267,-0.2277043817516492,down,1.0
o__OFGB15212,0.2576312306377009,2643.0,0.15087004228034256,0.15087004228034256,0.40987879201904764,0.6924775295519391,0.521218562829245,up,1.0
o__OFGB618,0.3283448983590216,2606.0,0.34210996409536243,0.34210996409536243,0.0,-3.5859714088913033,-4.093836611127602,up,1.0
o__OFGB82363,0.3624963265761021,2590.0,0.3187936539837601,0.3187936539837601,0.13678876112523936,1.4091934810286983,1.281719835237395,up,1.0
o__Candidatus_Saccharibacteria_unclassified,0.17861158613108186,2049.0,0.3779025018055686,-0.3779025018055686,-1.3015166340909352,0.7265359180805324,1.790822887795228,down,1.0
o__Candidatus_Nanoperiomorbales,0.4521190283851557,2552.0,0.11293879645951754,0.11293879645951754,0.0,-2.304428224792366,-2.4839998263681573,up,1.0
