feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info
s__Enterocloster_aldenensis,3,2.3194961351273977,0.7142857142857143,0.9619238476953907,0.0,0.6432865731462926,1,1,0,1
s__Flavonifractor_plautii,3,2.310375853748313,0.653061224489796,0.8777555110220441,0.0,0.779559118236473,1,1,0,1
s__Enterocloster_citroniae,3,2.272463293934808,0.5510204081632653,0.9839679358717435,0.0,0.7374749498997997,1,1,0,1
s__GGB9715_SGB15265,3,2.2599436160456507,0.0,0.8817635270541082,0.9152542372881356,0.46292585170340683,0,1,1,1
s__GGB3653_SGB4964,3,2.252029482694202,0.0,0.6913827655310621,0.6949152542372881,0.8657314629258517,0,1,1,1
s__GGB2653_SGB3574,3,2.242688767365239,0.0,0.8016032064128257,0.5593220338983051,0.8817635270541082,0,1,1,1
s__Clostridium_butyricum,3,2.1117336714244814,0.30612244897959184,0.9338677354709419,0.0,0.8717434869739479,1,1,0,1
s__GGB9627_SGB15081,3,2.0993172786250467,0.0,0.7094188376753507,0.576271186440678,0.8136272545090181,0,1,1,1
s__Streptococcus_parasanguinis,3,2.0849835263747836,0.0,0.8877755511022044,0.23728813559322037,0.9599198396793587,0,1,1,1
s__Blautia_sp_MSK_20_85,3,2.047722563771611,0.0,0.6833667334669339,0.47457627118644063,0.8897795591182365,0,1,1,1
s__GGB4604_SGB6370,3,2.0089670867158045,0.0,0.8857715430861723,0.6101694915254237,0.5130260521042085,0,1,1,1
s__Faecalitalea_cylindroides,3,2.006113922760776,0.0,0.29659318637274545,0.7796610169491526,0.9298597194388778,0,1,1,1
s__GGB9765_SGB15382,3,1.9877721544784483,0.0,0.8076152304609219,0.44067796610169496,0.7394789579158316,0,1,1,1
s__Gordonibacter_urolithinfaciens,3,1.9210257249192262,0.5102040816326531,0.6593186372745491,0.0,0.751503006012024,1,1,0,1
s__GGB9189_SGB14128,3,1.920494049323136,0.5918367346938775,0.9018036072144289,0.0,0.42685370741482964,1,1,0,1
