feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info,rank
s__Faecalitalea_cylindroides,3,2.006113922760776,0.0,0.29659318637274545,0.7796610169491526,0.9298597194388778,0,1,1,1,42
s__GGB9765_SGB15382,3,1.9877721544784483,0.0,0.8076152304609219,0.44067796610169496,0.7394789579158316,0,1,1,1,43
s__Gordonibacter_urolithinfaciens,3,1.9210257249192262,0.5102040816326531,0.6593186372745491,0.0,0.751503006012024,1,1,0,1,44
s__GGB9189_SGB14128,3,1.920494049323136,0.5918367346938775,0.9018036072144289,0.0,0.42685370741482964,1,1,0,1,45
s__GGB9291_SGB14248,3,1.897693692469685,0.0,0.7695390781563126,0.22033898305084743,0.9078156312625251,0,1,1,1,46
s__GGB33512_SGB15201,3,1.8282278843401087,0.1428571428571429,0.9038076152304609,0.0,0.781563126252505,1,1,0,1,47
s__Neglectibacter_timonensis,3,1.794979790088652,0.0,0.5511022044088176,0.3220338983050848,0.9218436873747495,0,1,1,1,48
s__GGB4566_SGB6305,3,1.756835705308923,0.0,0.7835671342685371,0.13559322033898302,0.8376753507014028,0,1,1,1,49
s__GGB3538_SGB4728,3,1.7490900167682304,0.7551020408163265,0.6432865731462926,0.0,0.35070140280561124,1,1,0,1,50
s__GGB4569_SGB6310,3,1.7229034339866174,0.0,0.5010020040080161,0.5084745762711864,0.7134268537074149,0,1,1,1,51
s__Bacteroides_thetaiotaomicron,3,1.6630549234061343,0.0,0.5891783567134268,0.2542372881355932,0.8196392785571143,0,1,1,1,52
s__GGB33586_SGB53517,3,1.632203181873952,0.16326530612244894,0.8917835671342685,0.0,0.5771543086172345,1,1,0,1,53
s__Intestinibacter_bartlettii,3,1.611562107265378,0.0,0.6072144288577155,0.9322033898305084,0.07214428857715427,0,1,1,1,54
s__GGB4659_SGB6447,3,1.5613676332256352,0.34693877551020413,0.8416833667334669,0.0,0.37274549098196397,1,1,0,1,55
s__Senegalimassilia_SGB14826,3,1.5393644431720583,0.5714285714285714,0.5270541082164328,0.0,0.4408817635270541,1,1,0,1,56
s__GGB9636_SGB15108,3,1.5272585988303138,0.12244897959183676,0.8997995991983968,0.0,0.5050100200400802,1,1,0,1,57
s__Clostridium_SGB6173,3,1.5252878638633198,0.0,0.779559118236473,0.15254237288135597,0.5931863727454909,0,1,1,1,58
s__GGB9240_SGB14182,3,1.5058931422166366,0.0,0.533066132264529,0.423728813559322,0.5490981963927856,0,1,1,1,59
s__GGB9635_SGB15103,3,1.5050509181628562,0.22448979591836737,0.8496993987975952,0.0,0.4308617234468938,1,1,0,1,60
s__Ruminococcus_sp_NSJ_13,3,1.45457015726368,0.0,0.6973947895791583,0.06779661016949157,0.6893787575150301,0,1,1,1,61
s__Veillonella_dispar,3,1.4380188949327226,0.2857142857142857,0.9919839679358717,0.0,0.16032064128256518,1,1,0,1,62
s__Barnesiella_intestinihominis,3,1.4134710098162429,0.0,0.3106212424849699,0.27118644067796616,0.8316633266533067,0,1,1,1,63
s__Leuconostoc_mesenteroides,3,1.4101672733221546,0.40816326530612246,0.5070140280561122,0.0,0.4949899799599199,1,1,0,1,64
s__Escherichia_coli,3,1.4059644713155124,0.0,0.7374749498997997,0.1694915254237288,0.498997995991984,0,1,1,1,65
s__Candidatus_Geddesella_stercoravicola,3,1.4043680581501987,0.0,0.8657314629258517,0.288135593220339,0.25050100200400804,0,1,1,1,66
s__GGB3256_SGB4303,3,1.384905404028396,0.0,0.45691382765531063,0.3728813559322034,0.5551102204408818,0,1,1,1,67
s__Clostridium_sp_AF34_10BH,3,1.3693149009884176,0.0,0.342685370741483,0.0847457627118644,0.9418837675350702,0,1,1,1,68
s__Anaerotruncus_massiliensis,3,1.3405586683571227,0.326530612244898,0.7675350701402806,0.0,0.2464929859719439,1,1,0,1,69
s__GGB3677_SGB4990,3,1.288577154308617,0.0,0.9579158316633266,0.0,0.3306613226452906,1,1,0,1,70
s__GGB9590_SGB15012,3,1.2842419532943437,0.20408163265306123,0.9098196392785571,0.0,0.1703406813627254,1,1,0,1,71
s__Anaerobutyricum_soehngenii,3,1.2625250501002003,0.0,0.7154308617234468,0.0,0.5470941883767535,0,1,1,1,72
s__Clostridium_sp_AM49_4BH,3,1.2499915084406101,0.0,0.7895791583166333,0.10169491525423724,0.3587174348697395,0,1,1,1,73
s__Faecalibacillus_intestinalis,3,1.2352161951020686,0.0,0.9539078156312625,0.05084745762711862,0.23046092184368738,0,1,1,1,74
s__Alistipes_onderdonkii,3,1.2248564926463095,0.0,0.6452905811623246,0.11864406779661019,0.46092184368737477,0,1,1,1,75
s__GGB4689_SGB6487,3,1.170177088871621,0.10204081632653061,0.8196392785571143,0.0,0.24849699398797598,1,1,0,1,76
s__Clostridium_SGB4909,3,1.1683706395842532,0.0,0.3466933867735471,0.5932203389830508,0.22845691382765532,0,1,1,1,77
s__Gemmiger_formicilis,3,1.1648041846404675,0.0,0.03206412825651306,0.30508474576271183,0.8276553106212425,0,1,1,1,78
s__GGB9712_SGB15244,3,1.1588600930674908,0.0,0.6613226452905812,0.4915254237288136,0.006012024048096198,0,1,1,1,79
s__Clostridium_sp_AT4,3,1.13766308126457,0.6326530612244898,0.14829659318637278,0.0,0.35671342685370744,1,1,0,1,80
s__Clostridia_bacterium_UC5_1_1D1,3,1.129974234182651,0.4285714285714286,0.6533066132264529,0.0,0.04809619238476959,1,1,0,1,81
s__GGB36267_SGB14177,3,1.0665003476340436,0.020408163265306145,0.7575150300601202,0.0,0.2885771543086172,1,1,0,1,82
s__Eubacterium_sp_AF16_48,3,1.007064977412452,0.0,0.14228456913827658,0.38983050847457623,0.47494989979959923,0,1,1,1,83
s__GGB2652_SGB3573,3,0.984581407713386,0.36734693877551017,0.3527054108216433,0.0,0.2645290581162325,1,1,0,1,84
s__Roseburia_sp_AF02_12,3,0.9488808124724024,0.0,0.4308617234468938,0.2033898305084746,0.31462925851703405,0,1,1,1,85
s__GGB9719_SGB53514,3,0.9205758455686884,0.04081632653061229,0.3767535070140281,0.0,0.503006012024048,1,1,0,1,86
s__GGB9634_SGB15095,3,0.8987771461289926,0.3877551020408163,0.07815631262525047,0.0,0.43286573146292584,1,1,0,1,87
s__GGB4604_SGB6371,3,0.7838728304065758,0.0,0.25050100200400804,0.3389830508474576,0.1943887775551102,0,1,1,1,88
s__Erysipelatoclostridium_ramosum,3,0.7705615312257168,0.6122448979591837,0.13827655310621245,0.0,0.02004008016032066,1,1,0,1,89
s__Bifidobacterium_catenulatum,3,0.52783117254918,0.26530612244897955,0.21643286573146292,0.0,0.04609218436873752,1,1,0,1,90
s__GGB9758_SGB15368,2,1.94188376753507,0.0,0.9438877755511021,0.0,0.9979959919839679,0,1,0,1,91
s__Blautia_sp_Marseille_P3087,2,1.9198396793587174,0.0,0.9498997995991983,0.0,0.969939879759519,0,1,0,1,92
s__Eubacterium_ramulus,2,1.9018036072144289,0.0,0.9218436873747495,0.0,0.9799599198396793,0,1,0,1,93
s__Oscillospiraceae_bacterium_Marseille_Q3528,2,1.8837675350701404,0.0,0.8977955911823647,0.0,0.9859719438877755,0,1,0,1,94
s__Sutterella_wadsworthensis,2,1.8697394789579158,0.0,0.8957915831663327,0.0,0.9739478957915831,0,1,0,1,95
s__Dysosmobacter_welbionis,2,1.845691382765531,0.0,0.9519038076152304,0.0,0.8937875751503006,0,1,0,1,96
s__Ruminococcus_sp_BSD2780120874_150323_B10,2,1.8316633266533067,0.0,0.9158316633266533,0.0,0.9158316633266533,0,1,0,1,97
s__GGB2982_SGB3964,2,1.8296593186372747,0.0,0.9378757515030061,0.0,0.8917835671342685,0,1,0,1,98
s__Holdemanella_porci,2,1.813627254509018,0.0,0.8637274549098196,0.0,0.9498997995991983,0,1,0,1,99
s__Alistipes_putredinis,2,1.7995991983967936,0.0,0.9138276553106213,0.0,0.8857715430861723,0,1,0,1,100
s__Negativibacillus_massiliensis,2,1.7815631262525051,0.0,0.9258517034068137,0.0,0.8557114228456913,0,1,0,1,101
s__GGB52130_SGB14966,2,1.751503006012024,0.0,0.8937875751503006,0.0,0.8577154308617234,0,1,0,1,102
s__GGB9502_SGB14899,2,1.7314629258517034,0.0,0.8136272545090181,0.0,0.9178356713426854,0,1,0,1,103
s__Lachnospira_sp_NSJ_43,2,1.7314629258517034,0.0,0.9398797595190381,0.0,0.7915831663326653,0,1,0,1,104
s__GGB47687_SGB2286,2,1.719438877755511,0.0,0.9659318637274549,0.0,0.7535070140280561,0,1,0,1,105
s__Faecalibacterium_SGB15346,2,1.7074148296593186,0.0,0.7635270541082164,0.0,0.9438877755511021,0,1,0,1,106
s__Anaerotignum_faecicola,2,1.6993987975951903,0.0,0.7535070140280561,0.0,0.9458917835671343,0,1,0,1,107
s__Lachnospiraceae_bacterium_AM48_27BH,2,1.6851329778200468,0.0,0.8376753507014028,0.847457627118644,0.0,0,1,1,0,108
s__Mogibacterium_sp_BX12,2,1.6733466933867736,0.0,0.8296593186372745,0.0,0.8436873747494991,0,1,0,1,109
s__GGB2848_SGB3813,2,1.6412825651302605,0.0,0.7715430861723447,0.0,0.8697394789579158,0,1,0,1,110
s__Alistipes_ihumii,2,1.6412825651302605,0.0,0.6472945891783567,0.0,0.9939879759519038,0,1,0,1,111
s__Vescimonas_coprocola,2,1.6392785571142285,0.0,0.8216432865731462,0.0,0.8176352705410822,0,1,0,1,112
s__Faecalibacterium_prausnitzii,2,1.6212424849699398,0.0,0.7955911823647295,0.0,0.8256513026052104,0,1,0,1,113
s__Dorea_sp_AF24_7LB,2,1.6092184368737477,0.0,0.6753507014028056,0.0,0.9338677354709419,0,1,0,1,114
s__GGB38744_SGB14842,2,1.6052104208416833,0.0,0.6172344689378757,0.0,0.9879759519038076,0,1,0,1,115
s__Dialister_invisus,2,1.6052104208416833,0.0,0.6372745490981964,0.0,0.9679358717434869,0,1,0,1,116
s__Coprococcus_comes,2,1.5991983967935872,0.0,0.5991983967935872,0.0,1.0,0,1,0,1,117
s__GGB9770_SGB15390,2,1.5951903807615229,0.0,0.6993987975951903,0.0,0.8957915831663327,0,1,0,1,118
s__Mediterraneibacter_glycyrrhizinilyticus,2,1.5871743486973948,0.0,0.6492985971943888,0.0,0.9378757515030061,0,1,0,1,119
s__Adlercreutzia_equolifaciens,2,1.5811623246492985,0.0,0.8236472945891784,0.0,0.7575150300601202,0,1,0,1,120
s__Dorea_sp_AF36_15AT,2,1.5791583166332666,0.0,0.7735470941883767,0.0,0.8056112224448898,0,1,0,1,121
s__Desulfovibrio_piger,2,1.5771543086172346,0.0,0.7775551102204409,0.0,0.7995991983967936,0,1,0,1,122
s__Dorea_formicigenerans,2,1.5691382765531063,0.0,0.8096192384769539,0.0,0.7595190380761523,0,1,0,1,123
s__GGB9534_SGB14937,2,1.5691382765531061,0.0,0.9478957915831663,0.0,0.6212424849699398,0,1,0,1,124
s__Clostridiaceae_bacterium_Marseille_Q4145,2,1.565130260521042,0.0,0.7555110220440882,0.0,0.8096192384769539,0,1,0,1,125
s__Clostridiaceae_bacterium_AF18_31LB,2,1.559118236472946,0.0,0.7234468937875751,0.0,0.8356713426853708,0,1,0,1,126
s__Lachnospiraceae_bacterium,2,1.5531062124248498,0.0,0.6693386773547094,0.0,0.8837675350701403,0,1,0,1,127
s__GGB2977_SGB3959,2,1.5511022044088176,0.0,0.7755511022044088,0.0,0.7755511022044088,0,1,0,1,128
s__Alistipes_shahii,2,1.5470941883767537,0.0,0.9198396793587175,0.0,0.6272545090180361,0,1,0,1,129
s__Holdemania_filiformis,2,1.5430861723446894,0.0,0.623246492985972,0.0,0.9198396793587175,0,1,0,1,130
s__Intestinimonas_butyriciproducens,2,1.535070140280561,0.0,0.6032064128256514,0.0,0.9318637274549099,0,1,0,1,131
s__GGB2983_SGB3965,2,1.529058116232465,0.0,0.905811623246493,0.0,0.623246492985972,0,1,0,1,132
s__GGB9715_SGB15267,2,1.5270541082164328,0.0,0.685370741482966,0.0,0.8416833667334669,0,1,0,1,133
s__Streptococcus_thermophilus,2,1.5270541082164328,0.0,0.845691382765531,0.0,0.6813627254509018,0,1,0,1,134
s__GGB9707_SGB15229,2,1.523046092184369,0.0,0.9078156312625251,0.0,0.6152304609218437,0,1,0,1,135
s__GGB51269_SGB5062,2,1.5090180360721444,0.0,0.9418837675350702,0.0,0.5671342685370742,0,1,0,1,136
s__GGB9342_SGB14306,2,1.5090180360721441,0.0,0.7314629258517034,0.0,0.7775551102204409,0,1,0,1,137
s__GGB9636_SGB15107,2,1.508033015182908,0.0,0.7114228456913827,0.7966101694915254,0.0,0,1,1,0,138
s__Bilophila_wadsworthia,2,1.503006012024048,0.0,0.8697394789579158,0.0,0.6332665330661322,0,1,0,1,139
s__Parabacteroides_distasonis,2,1.4949899799599198,0.0,0.6312625250501003,0.0,0.8637274549098196,0,1,0,1,140
s__Butyrivibrio_crossotus,2,1.4889779559118237,0.0,0.5751503006012024,0.0,0.9138276553106213,0,1,0,1,141
s__Bacteroides_xylanisolvens,2,1.4869739478957915,0.0,0.49098196392785576,0.0,0.9959919839679359,0,1,0,1,142
s__Ruminococcus_torques,2,1.4729458917835672,0.0,0.49699398797595196,0.0,0.9759519038076152,0,1,0,1,143
s__Eubacteriales_unclassified_SGB15145,2,1.4669338677354709,0.0,0.5931863727454909,0.0,0.87374749498998,0,1,0,1,144
s__Turicibacter_sanguinis,2,1.464929859719439,0.0,0.7434869739478958,0.0,0.7214428857715431,0,1,0,1,145
s__Bifidobacterium_longum,2,1.464929859719439,0.0,0.8577154308617234,0.0,0.6072144288577155,0,1,0,1,146
s__GGB9762_SGB15377,2,1.4629258517034067,0.0,0.5531062124248497,0.0,0.9098196392785571,0,1,0,1,147
s__GGB34797_SGB14322,2,1.4629258517034067,0.0,0.6112224448897796,0.0,0.8517034068136272,0,1,0,1,148
s__Streptococcus_salivarius,2,1.4629258517034067,0.0,0.7975951903807615,0.0,0.6653306613226453,0,1,0,1,149
s__Monoglobus_pectinilyticus,2,1.4609218436873748,0.0,0.5591182364729459,0.0,0.9018036072144289,0,1,0,1,150
s__Roseburia_hominis,2,1.4569138276553106,0.0,0.5450901803607214,0.0,0.9118236472945892,0,1,0,1,151
s__GGB9345_SGB14311,2,1.4529058116232465,0.0,0.5050100200400802,0.0,0.9478957915831663,0,1,0,1,152
s__Pseudoflavonifractor_capillosus,2,1.4448897795591182,0.0,0.6412825651302605,0.0,0.8036072144288577,0,1,0,1,153
s__Clostridium_sp_AM33_3,2,1.4428857715430863,0.0,0.4889779559118237,0.0,0.9539078156312625,0,1,0,1,154
s__Blautia_glucerasea,2,1.43687374749499,0.0,0.5110220440881763,0.0,0.9258517034068137,0,1,0,1,155
s__Eubacterium_sp_AF34_35BH,2,1.4328657314629258,0.0,0.5791583166332666,0.0,0.8537074148296593,0,1,0,1,156
s__Eubacterium_ventriosum,2,1.4188376753507015,0.0,0.8797595190380761,0.0,0.5390781563126252,0,1,0,1,157
s__Anaerostipes_hadrus,2,1.4168336673346693,0.0,0.717434869739479,0.0,0.6993987975951903,0,1,0,1,158
s__Butyricimonas_virosa,2,1.4108216432865732,0.0,0.6152304609218437,0.0,0.7955911823647295,0,1,0,1,159
s__Hydrogenoanaerobacterium_saccharovorans,2,1.408817635270541,0.0,0.8717434869739479,0.0,0.5370741482965932,0,1,0,1,160
s__GGB3746_SGB5089,2,1.4068136272545089,0.0,0.875751503006012,0.0,0.531062124248497,0,1,0,1,161
s__GGB9713_SGB15249,2,1.3927855711422845,0.0,0.8517034068136272,0.0,0.5410821643286573,0,1,0,1,162
s__Mediterraneibacter_butyricigenes,2,1.3900682721374953,0.0,0.8476953907815631,0.5423728813559322,0.0,0,1,1,0,163
s__Evtepia_gabavorous,2,1.3807615230460923,0.0,0.7414829659318638,0.0,0.6392785571142284,0,1,0,1,164
s__GGB9237_SGB14179,2,1.370741482965932,0.0,0.6513026052104208,0.0,0.719438877755511,0,1,0,1,165
s__Clostridiaceae_unclassified_SGB4771,2,1.3647294589178356,0.0,0.6012024048096192,0.0,0.7635270541082164,0,1,0,1,166
s__Agathobaculum_butyriciproducens,2,1.3607214428857715,0.0,0.4829659318637275,0.0,0.8777555110220441,0,1,0,1,167
s__Candidatus_Cibionibacter_quicibialis,2,1.3587174348697395,0.0,0.4709418837675351,0.0,0.8877755511022044,0,1,0,1,168
s__GGB9667_SGB15164,2,1.3507014028056112,0.0,0.8256513026052104,0.0,0.5250501002004009,0,1,0,1,169
s__Paraprevotella_clara,2,1.348697394789579,0.0,0.7474949899799599,0.0,0.6012024048096192,0,1,0,1,170
s__Clostridiales_Family_XIII_bacterium_BX16,2,1.344689378757515,0.0,0.3887775551102205,0.0,0.9559118236472945,0,1,0,1,171
s__GGB58158_SGB79798,2,1.340681362725451,0.0,0.5290581162324649,0.0,0.811623246492986,0,1,0,1,172
s__GGB3619_SGB4894,2,1.3306273564077307,0.0,0.9238476953907816,0.4067796610169492,0.0,0,1,1,0,173
s__Clostridium_sp_AF36_4,2,1.3246492985971945,0.0,0.36673346693386777,0.0,0.9579158316633266,0,1,0,1,174
s__GGB9522_SGB14921,2,1.3246492985971945,0.0,0.8056112224448898,0.0,0.5190380761523046,0,1,0,1,175
s__Collinsella_aerofaciens,2,1.3226452905811623,0.0,0.6292585170340681,0.0,0.6933867735470942,0,1,0,1,176
s__Alistipes_sp_AF17_16,2,1.314629258517034,0.0,0.7915831663326653,0.0,0.5230460921843687,0,1,0,1,177
s__Lachnospira_eligens,2,1.308617234468938,0.0,0.4929859719438878,0.0,0.8156312625250501,0,1,0,1,178
s__Bacteroides_stercoris,2,1.3066132264529058,0.0,0.5130260521042085,0.0,0.7935871743486974,0,1,0,1,179
s__Lachnospiraceae_bacterium_Marseille_Q4251,2,1.2985971943887775,0.0,0.5951903807615231,0.0,0.7034068136272544,0,1,0,1,180
s__Dysosmobacter_sp_BX15,2,1.2918039468768046,0.0,0.935871743486974,0.35593220338983056,0.0,0,1,1,0,181
s__Blautia_schinkii,2,1.2885771543086173,0.0,0.7054108216432866,0.0,0.5831663326653307,0,1,0,1,182
s__Coprococcus_SGB4669,2,1.2865731462925853,0.0,0.6673346693386774,0.0,0.6192384769539079,0,1,0,1,183
s__GGB3005_SGB3996,2,1.2845691382765532,0.0,0.3486973947895792,0.0,0.935871743486974,0,1,0,1,184
s__GGB9581_SGB14999,2,1.282565130260521,0.0,0.3166332665330661,0.0,0.9659318637274549,0,1,0,1,185
s__Clostridiales_bacterium_UBA1390,2,1.276553106212425,0.0,0.5851703406813626,0.0,0.6913827655310621,0,1,0,1,186
s__GGB35068_SGB47850,2,1.276553106212425,0.0,0.6653306613226453,0.0,0.6112224448897796,0,1,0,1,187
s__GGB3730_SGB5060,2,1.2685370741482966,0.0,0.5350701402805611,0.0,0.7334669338677355,0,1,0,1,188
s__Candidatus_Pseudobutyricicoccus_lothianensis,2,1.25250501002004,0.0,0.6733466933867736,0.0,0.5791583166332666,0,1,0,1,189
s__Blautia_massiliensis,2,1.248496993987976,0.0,0.2665330661322646,0.0,0.9819639278557114,0,1,0,1,190
s__Bifidobacterium_bifidum,2,1.2344689378757516,0.0,0.7494989979959921,0.0,0.48496993987975956,0,1,0,1,191
s__Clostridiales_bacterium_KLE1615,2,1.2244488977955912,0.0,0.4408817635270541,0.0,0.7835671342685371,0,1,0,1,192
s__GGB9619_SGB15066,2,1.220440881763527,0.0,0.591182364729459,0.0,0.6292585170340681,0,1,0,1,193
s__Mediterraneibacter_massiliensis,2,1.2184368737474949,0.0,0.4869739478957916,0.0,0.7314629258517034,0,1,0,1,194
s__GGB9186_SGB14125,2,1.214428857715431,0.0,0.4288577154308617,0.0,0.7855711422845691,0,1,0,1,195
s__Phocaeicola_massiliensis,2,1.2064128256513027,0.0,0.46292585170340683,0.0,0.7434869739478958,0,1,0,1,196
s__GGB9618_SGB15064,2,1.2024048096192386,0.0,0.7454909819639279,0.0,0.45691382765531063,0,1,0,1,197
s__Candidatus_Avimonas_narfia,2,1.2004008016032064,0.0,0.5871743486973948,0.0,0.6132264529058116,0,1,0,1,198
s__Coprococcus_eutactus,2,1.2004008016032064,0.0,0.5430861723446894,0.0,0.657314629258517,0,1,0,1,199
s__Bacteroides_fragilis,2,1.19438877755511,0.0,0.2945891783567134,0.0,0.8997995991983968,0,1,0,1,200
