feature,correlation,correlation_raw,p_value,direction,p_adj
s__GGB3490_SGB4664,0.2531113631930537,-0.2531113631930537,0.0022069736036046186,negative,0.9299555643475441
s__bacterium_OL_1,0.2513829087960273,-0.2513829087960273,0.0023715678037377315,negative,0.9299555643475441
s__Desulfovibrio_desulfuricans,0.2405491615154817,-0.2405491615154817,0.003681916385184982,negative,0.9299555643475441
s__Ruminococcus_callidus,0.21710431555701382,0.21710431555701382,0.008954183051786095,positive,0.9299555643475441
s__GGB9423_SGB14792,0.2104756262778867,-0.2104756262778867,0.01133732490670061,negative,0.9299555643475441
s__Negativibacillus_massiliensis,0.20984125984017793,-0.20984125984017793,0.011592254724698823,negative,0.9299555643475441
s__Clostridium_transplantifaecale,0.2078483706904277,-0.2078483706904277,0.012426155952595403,negative,0.9299555643475441
s__Actinomyces_naeslundii,0.20696970761735245,-0.20696970761735245,0.012810217034757059,negative,0.9299555643475441
s__Megamonas_funiformis,0.20696466133847974,0.20696466133847974,0.0128124524302307,positive,0.9299555643475441
s__Clostridiaceae_bacterium_Marseille_Q4149,0.20482984816907568,-0.20482984816907568,0.013789310301119502,negative,0.9299555643475441
s__GGB9770_SGB15389,0.20265585009415793,-0.20265585009415793,0.014850359596587374,negative,0.9299555643475441
s__Vescimonas_coprocola,0.20167747748539708,0.20167747748539708,0.01535064337609887,positive,0.9299555643475441
s__Alloscardovia_omnicolens,0.20144024386153006,-0.20144024386153006,0.015474139556854507,negative,0.9299555643475441
s__Solobacterium_SGB6834,0.20016624999045868,-0.20016624999045868,0.016152244699816246,negative,0.9299555643475441
s__GGB9559_SGB14969,0.19901873091882596,-0.19901873091882596,0.016785003910945163,negative,0.9299555643475441
s__GGB9762_SGB15377,0.1987561439475171,-0.1987561439475171,0.016932788883199282,negative,0.9299555643475441
s__TM7_phylum_sp_oral_taxon_352,0.19437474101902463,-0.19437474101902463,0.019570639641745623,negative,0.9299555643475441
s__GGB3730_SGB5060,0.19363760491137746,-0.19363760491137746,0.02004767849471877,negative,0.9299555643475441
s__GGB4642_SGB6422,0.19206083999112017,-0.19206083999112017,0.021101896438679484,negative,0.9299555643475441
s__GGB9760_SGB15374,0.1920399497637793,0.1920399497637793,0.02111617830736697,positive,0.9299555643475441
s__Aggregatibacter_segnis,0.19131468760657105,-0.19131468760657105,0.02161720545129235,negative,0.9299555643475441
s__Barnesiella_intestinihominis,0.18898558206792318,0.18898558206792318,0.023296035995528108,positive,0.9299555643475441
s__Streptococcus_gallolyticus,0.1873982506500791,-0.1873982506500791,0.02450332628209005,negative,0.9299555643475441
s__Gordonibacter_pamelaeae,0.185605196369373,0.185605196369373,0.025931224786215283,positive,0.9299555643475441
s__GGB4596_SGB6358,0.1854108191442795,-0.1854108191442795,0.026090210153028665,negative,0.9299555643475441
s__GGB3491_SGB4665,0.18197170313064134,-0.18197170313064134,0.029044050202214598,negative,0.9299555643475441
s__Lachnoclostridium_sp_An138,0.17868334048966344,-0.17868334048966344,0.032130110678657516,negative,0.9299555643475441
s__GGB9724_SGB15278,0.17863263549667246,-0.17863263549667246,0.03217979270485663,negative,0.9299555643475441
s__Jutongia_huaianensis,0.1777292314113297,-0.1777292314113297,0.033075948323260884,negative,0.9299555643475441
s__Anaerotruncus_colihominis,0.17732018519145448,0.17732018519145448,0.033488611545965,positive,0.9299555643475441
s__Faecalicatena_orotica,0.17570045123888528,-0.17570045123888528,0.035165715813747875,negative,0.9299555643475441
s__Pseudoflavonifractor_phocaeensis,0.17492087434304937,0.17492087434304937,0.035997858600635854,positive,0.9299555643475441
s__Lawsonibacter_hominis,0.17417032431128485,0.17417032431128485,0.036814651665192724,positive,0.9299555643475441
s__Massiliimalia_timonensis,0.17314476815688282,0.17314476815688282,0.03795592688560264,positive,0.9299555643475441
s__Streptococcus_australis,0.17081482866323883,-0.17081482866323883,0.04065978436889441,negative,0.9299555643475441
s__GGB2982_SGB3964,0.17018106397375368,0.17018106397375368,0.04142259980411432,positive,0.9299555643475441
s__Alistipes_communis,0.16929198953852315,0.16929198953852315,0.04251289220565495,positive,0.9299555643475441
s__Gemmiger_SGB15295,0.1690241251880604,-0.1690241251880604,0.04284604993498516,negative,0.9299555643475441
s__Roseburia_faecis,0.1671664868558016,0.1671664868558016,0.04521708321534129,positive,0.9299555643475441
s__GGB9364_SGB14339,0.16657196469998217,-0.16657196469998217,0.045998649484440636,negative,0.9299555643475441
s__Anaerostipes_rhamnosivorans,0.16570435594348154,-0.16570435594348154,0.04715939432283158,negative,0.9299555643475441
s__GGB45432_SGB63101,0.165595396577023,0.165595396577023,0.04730687538545866,positive,0.9299555643475441
s__GGB9524_SGB14924,0.16447300598160403,0.16447300598160403,0.04884853450186169,positive,0.9299555643475441
s__Eubacterium_maltosivorans,0.16377318143659325,-0.16377318143659325,0.04983073150502173,negative,0.9299555643475441
s__Faecalibacterium_prausnitzii,0.16317283803390858,0.16317283803390858,0.05068631215963097,positive,0.9299555643475441
s__GGB36331_SGB15121,0.16224590190842783,-0.16224590190842783,0.05203122408044914,negative,0.9299555643475441
s__Desulfovibrio_piger,0.16169999145970582,0.16169999145970582,0.05283702367854469,positive,0.9299555643475441
s__Dialister_hominis,0.16091313101122132,-0.16091313101122132,0.05401661195014087,negative,0.9299555643475441
s__GGB9529_SGB14929,0.16086763667020648,-0.16086763667020648,0.05408547255947298,negative,0.9299555643475441
s__Lawsonibacter_SGB15145,0.15938153926423385,-0.15938153926423385,0.056375005647293856,negative,0.9299555643475441
s__Atopobium_sp_oral_taxon_416,0.159233255019987,0.159233255019987,0.05660777355872245,positive,0.9299555643475441
s__Allisonella_histaminiformans,0.1589621583258214,-0.1589621583258214,0.0570353710951267,negative,0.9299555643475441
s__GGB2983_SGB3965,0.15666751110140092,-0.15666751110140092,0.060762195151813615,negative,0.9299555643475441
s__Alistipes_provencensis,0.1565385147896722,0.1565385147896722,0.06097749441964372,positive,0.9299555643475441
s__GGB2998_SGB3988,0.1548771177405898,0.1548771177405898,0.06380672159994716,positive,0.9299555643475441
s__Phocaeicola_dorei,0.15425263759614777,0.15425263759614777,0.06489752035307365,positive,0.9299555643475441
s__GGB1456_SGB2019,0.1524597723380511,0.1524597723380511,0.0681139918261187,positive,0.9299555643475441
s__GGB44238_SGB61642,0.15065142361912706,-0.15065142361912706,0.07148843259623885,negative,0.9299555643475441
s__GGB6649_SGB9391,0.15021306698057052,0.15021306698057052,0.07232650775364187,positive,0.9299555643475441
s__Vescimonas_SGB15087,0.15006451841190566,-0.15006451841190566,0.07261231042257738,negative,0.9299555643475441
s__Fusobacterium_varium,0.14917639563779203,-0.14917639563779203,0.07434016495361878,negative,0.9299555643475441
s__GGB9595_SGB15019,0.14714629060411033,0.14714629060411033,0.07841470990395802,positive,0.9299555643475441
s__GGB9774_SGB15394,0.1470162458722865,-0.1470162458722865,0.07868172837857543,negative,0.9299555643475441
s__Acidaminococcus_intestini,0.14692306213372588,-0.14692306213372588,0.07887351063971018,negative,0.9299555643475441
s__Raoultibacter_massiliensis,0.14636354935354287,0.14636354935354287,0.08003297410907137,positive,0.9299555643475441
s__GGB3649_SGB4958,0.1459704065979232,-0.1459704065979232,0.08085584074606157,negative,0.9299555643475441
s__Segatella_brunsvicensis,0.14591477027046337,-0.14591477027046337,0.08097283726083193,negative,0.9299555643475441
s__GGB51441_SGB71759,0.14534960190006002,-0.14534960190006002,0.08216904089965929,negative,0.9299555643475441
s__GGB38744_SGB14842,0.14473236921719146,-0.14473236921719146,0.0834915949704921,negative,0.9299555643475441
s__GGB74505_SGB47518,0.14466329197623234,-0.14466329197623234,0.08364066316031135,negative,0.9299555643475441
