feature,p_value,u_stat,cohens_d,cohens_d_raw,log2_fc,ad_mean,control_mean,direction,p_adj
s__Pyramidobacter_piscolens,0.9135150831631654,2398.0,0.05188669739420758,0.05188669739420758,0.0,-1.4845747479741735,-1.589802358877726,up,0.9742707354864009
s__Alistipes_onderdonkii,0.3140822675617376,2613.0,0.24412621539907808,0.24412621539907808,0.6773062920557876,2.2804846148586146,1.426059468365007,up,0.9635348920089171
s__Alistipes_putredinis,0.20117614312348686,2678.0,0.24266150856499838,0.24266150856499838,0.5220596366494262,3.572982223268314,2.488142475987069,up,0.9635348920089171
s__Prevotella_SGB63829,0.8280432935554788,2319.0,0.08016026350001923,0.08016026350001923,0.010448901544172273,3.8142571986063336,3.7867317563603833,up,0.9664549021543897
s__Porphyromonas_SGB1982,0.8312999405081587,2320.0,0.11125234634551837,0.11125234634551837,0.0,-1.3273231291387186,-1.4094645031514959,up,0.9664549021543897
s__Parabacteroides_merdae,0.9800047929125448,2365.0,0.03781354731749864,0.03781354731749864,0.05407535888719236,2.539959199111684,2.446518112147787,up,0.9925920104361922
s__Alistipes_finegoldii,0.8312999405081587,2423.0,0.17465216260036753,0.17465216260036753,0.4301234042990131,1.4665716763291647,1.0884870004969076,up,0.9664549021543897
s__Phocaeicola_vulgatus,0.5012519914080794,2210.0,0.11501146709468343,-0.11501146709468343,-0.11271700200905845,4.490474200730831,4.8553820026064125,down,0.9635348920089171
s__Collinsella_aerofaciens,0.8247896000995886,2425.0,0.056526729473753354,0.056526729473753354,0.11097419961869216,2.662706443771964,2.4655665332385848,up,0.9664549021543897
s__Methanobrevibacter_oralis,0.8312999405081587,2320.0,0.10674318212302353,0.10674318212302353,0.0,-0.3709426595142263,-0.43640885857465483,up,0.9664549021543897
s__Bacteroides_caccae,0.13480495253167837,2730.0,0.25617098206558025,0.25617098206558025,0.6291459761728334,2.6969113241761242,1.7437124017624412,up,0.9635348920089171
s__Alistipes_ihumii,0.5227553213035618,2525.0,0.20308827394557044,0.20308827394557044,0.0,0.2581578424831062,-0.27277412427728465,up,0.9635348920089171
s__Gemmiger_formicilis,0.12838973857158695,2736.0,0.2941882478271199,0.2941882478271199,0.8269615224529627,3.023201421424336,1.7042247163513382,up,0.9635348920089171
s__Clostridium_leptum,0.42983073792721815,2561.0,0.14295509787010044,0.14295509787010044,0.3876985848121801,1.3171294010294359,1.0067451380170773,up,0.9635348920089171
s__Parabacteroides_goldsteinii,0.6549075236507151,2479.0,0.16765778827113262,0.16765778827113262,0.0,-0.809381945499882,-1.2572230634768726,up,0.9635348920089171
s__Odoribacter_splanchnicus,0.2241561552329554,2663.0,0.193004958786004,0.193004958786004,0.9350565894819541,1.4291009431549948,0.7474511678114876,up,0.9635348920089171
s__Phascolarctobacterium_faecium,0.49595031465751294,2208.0,0.10008175458325276,-0.10008175458325276,-0.33025534796590844,1.6125849771981948,2.027399689155277,down,0.9635348920089171
s__Vescimonas_coprocola,0.011227731624861745,2979.0,0.42753640877826,0.42753640877826,0.0,1.1323974083282826,-0.3798826257468462,up,0.9635348920089171
s__Ruthenibacterium_lactatiformans,0.7162971087026041,2459.0,0.10482434964753569,0.10482434964753569,0.08344479663083704,4.390413736186312,4.143678592706358,up,0.9635348920089171
s__GGB9715_SGB15265,0.8280432935554788,2319.0,0.005102774488424804,-0.005102774488424804,-0.017272053115383226,1.3385914676042192,1.3547134994629402,down,0.9664549021543897
s__Ruminococcus_bromii,0.4622308637195627,2548.0,0.12037465778979298,0.12037465778979298,0.16689073690103648,4.0942759997523455,3.647018764102297,up,0.9635348920089171
s__GGB9480_SGB14874,0.6609508617844958,2266.0,0.04764773840998352,-0.04764773840998352,0.0,-0.07165731945788188,0.008352834877396851,down,0.9635348920089171
s__Bacteroides_uniformis,0.3100832220677242,2128.0,0.13750190319411204,-0.13750190319411204,-0.10216431657958998,5.197535331681067,5.578943639423254,down,0.9635348920089171
s__Blautia_obeum,0.757238543280802,2297.0,0.039358430520162656,-0.039358430520162656,-0.04677270022824521,3.2203565703466115,3.3264725719516135,down,0.9635348920089171
s__Evtepia_gabavorous,0.25413555061316384,2645.0,0.19982634609512542,0.19982634609512542,0.44872941312850767,2.127919745322733,1.5591009321228348,up,0.9635348920089171
s__Anaerobutyricum_hallii,0.8215389141821918,2426.0,0.036599073271310074,0.036599073271310074,0.040989108406416425,3.9029107490950947,3.7935836853746223,up,0.9664549021543897
s__Alistipes_communis,0.10066879944873093,2765.0,0.35665603602730506,0.35665603602730506,0.0,0.8929591029091808,-0.31776130029911986,up,0.9635348920089171
s__Butyricimonas_faecihominis,0.6103231142801342,2494.0,0.19621845987591263,0.19621845987591263,1.19156757509992,0.3635882056422765,0.15918868852742102,up,0.9635348920089171
s__Faecalibacterium_prausnitzii,0.4081941685949836,2570.0,0.3434050780504091,0.3434050780504091,0.2886545103226759,6.338051276028508,5.1887420670227264,up,0.9635348920089171
s__Hungatella_hathewayi,0.9002745759204331,2402.0,0.010288742443917656,0.010288742443917656,0.0,-0.7452092253031428,-0.7830075176844443,up,0.9742707354864009
s__Desulfovibrio_piger,0.3872199248226502,2579.0,0.3402217894660536,0.3402217894660536,0.49718460017241684,1.251660686301035,0.8867866236338745,up,0.9635348920089171
s__Ruminococcus_torques,0.4880542446592311,2538.0,0.11708189565003821,0.11708189565003821,0.1683173761010586,3.1012357127230805,2.759727476314664,up,0.9635348920089171
s__Christensenella_hongkongensis,0.607399214125354,2248.0,0.10071977552033956,-0.10071977552033956,0.0,-1.3244330506328998,-1.0603247952565238,down,0.9635348920089171
s__Bacteroides_faecis,0.1667763164682755,2040.0,0.07384707878244803,-0.07384707878244803,-0.22743909556712688,0.44419064826784715,0.5200383849713381,down,0.9635348920089171
s__Parabacteroides_distasonis,0.625035313549059,2489.0,0.016860887772728973,0.016860887772728973,0.016367861976691767,3.833791891273887,3.790542034839376,up,0.9635348920089171
s__GGB9760_SGB15374,0.09149407950440855,2776.0,0.40630305760774027,0.40630305760774027,2.4752672012439376,0.9457397464040718,0.17007558230157271,up,0.9635348920089171
s__Lentihominibacter_faecis,0.6044815824352852,2496.0,0.12643919122267674,0.12643919122267674,0.3148797939661872,1.39435731676954,1.1209489046377006,up,0.9635348920089171
s__Clostridium_SGB6179,0.14259936146328883,2020.0,0.18559033311361306,-0.18559033311361306,0.0,-1.2240280451404868,-0.7541866523037071,down,0.9635348920089171
s__Faecalibacterium_SGB15346,0.8673023849719943,2412.0,0.03823550360692434,0.03823550360692434,0.10734530924610904,2.0295466613881614,1.88401728388871,up,0.9730709685051644
s__Alistipes_shahii,0.8870617623982282,2406.0,0.12070456221516147,0.12070456221516147,0.3154284907813966,2.1139340010677783,1.6987833153520762,up,0.9742707354864009
s__GGB3518_SGB4697,0.8182912896901339,2316.0,0.009893255363358349,-0.009893255363358349,-0.0006795734401479316,3.995665763660821,3.9975483430535363,down,0.9664549021543897
s__Ligilactobacillus_salivarius,0.7194193773294597,2458.0,0.03961816708044268,0.03961816708044268,0.0,-0.6505358040146644,-0.7801759497958508,up,0.9635348920089171
s__Eggerthella_lenta,0.47246767393302036,2199.0,0.10004419796913055,-0.10004419796913055,-0.17906395287909288,2.371608769373598,2.6850147047724793,down,0.9635348920089171
s__Holdemanella_porci,0.8936644804635717,2404.0,0.17394515189151993,0.17394515189151993,0.07528384756741495,2.63857737963995,2.5044198574520458,up,0.9742707354864009
s__Dorea_longicatena,0.2241561552329554,2080.0,0.17193510999511719,-0.17193510999511719,-0.14408844277789754,4.101188317051107,4.531945253049093,down,0.9635348920089171
s__Anaerotruncus_colihominis,0.039064004492874616,2866.0,0.3741056922094927,0.3741056922094927,0.0,0.15227459038623029,-0.946000307418323,up,0.9635348920089171
s__Raoultibacter_timonensis,0.2683178289777829,2106.0,0.09107612392312801,-0.09107612392312801,-2.0037532805575955,0.06787946096434574,0.2722251377595368,down,0.9635348920089171
s__GGB1215_SGB1581,0.6792126051548262,2272.0,0.053238352246518836,-0.053238352246518836,-0.0038055541921625264,3.726127851554098,3.7359696404014118,down,0.9635348920089171
s__Candidatus_Cibionibacter_quicibialis,0.7924269182782541,2435.0,0.12695596496873868,0.12695596496873868,0.1517823233493422,4.311568853564389,3.881005818223245,up,0.9635348920089171
s__Anaerobutyricum_soehngenii,0.676155511870068,2472.0,0.10782847463671341,0.10782847463671341,0.19698451391778063,2.861894876984306,2.4966371576120374,up,0.9635348920089171
s__Blautia_schinkii,0.3803772139232505,2161.0,0.17850286092285886,-0.17850286092285886,-0.3377690805754293,0.5569146518335019,0.7038291807682062,down,0.9635348920089171
s__Phocaeicola_massiliensis,0.25587924300258613,2099.0,0.019837572841773905,-0.019837572841773905,-0.31044143617206144,0.2527991856102244,0.31349300492985616,down,0.9635348920089171
s__Streptococcus_salivarius,0.5699722381131727,2235.0,0.12361316339931316,-0.12361316339931316,-0.0863627408335155,4.219888763398708,4.480214203792865,down,0.9635348920089171
s__Clostridium_innocuum,0.34943715956221977,2147.0,0.18834990466421447,-0.18834990466421447,-0.7760206286982343,0.9161796727909779,1.5688670374028952,down,0.9635348920089171
s__GGB3433_SGB4573,0.575658100540913,2237.0,0.07531101341662506,-0.07531101341662506,0.0,-0.40589539479111825,-0.28768188918631304,down,0.9635348920089171
s__Blautia_massiliensis,0.9800047929125448,2365.0,0.061886647483587985,0.061886647483587985,0.07117296600837118,3.3785695394677595,3.215937979080407,up,0.9925920104361922
s__Blautia_wexlerae,0.7731757818719381,2441.0,0.07464579310129581,0.07464579310129581,0.04106744043378273,5.43025050977713,5.2778535303982315,up,0.9635348920089171
s__Bilophila_wadsworthia,0.7892092446575114,2307.0,0.0016798149323767977,-0.0016798149323767977,-0.004073029160843741,1.7906047199696857,1.7956671134902558,down,0.9635348920089171
s__Coprococcus_catus,0.5614940047202928,2511.0,0.10993343367344854,0.10993343367344854,0.22408721337926965,1.7656074624624412,1.511601042841305,up,0.9635348920089171
s__Gordonibacter_massiliensis,0.07723921448216756,1948.0,0.24717471124610027,-0.24717471124610027,0.0,-3.2410842226609624,-2.880636238460804,down,0.9635348920089171
s__Escherichia_coli,0.6309627316255308,2256.0,0.09772812990973138,-0.09772812990973138,-0.14591649256620784,3.2301937366938076,3.5739939403546113,down,0.9635348920089171
s__Phocaeicola_dorei,0.103294294346129,2762.0,0.3241609458823899,0.3241609458823899,0.851012432274593,2.555951792306109,1.4170082851894577,up,0.9635348920089171
s__Ruminococcus_gnavus,0.5364315251064322,2520.0,0.09591177298331865,0.09591177298331865,0.09797380082550905,4.120423730583299,3.8498944852325825,up,0.9635348920089171
s__Eubacteriaceae_bacterium,0.369139048339002,2156.0,0.06453457745433246,-0.06453457745433246,-1.3981739771725543,0.1323986100714529,0.3489600674379834,down,0.9635348920089171
s__Diplocloster_modestus,0.9035822484778409,2342.0,0.198852239720622,0.198852239720622,0.0,-1.909150752761232,-2.0845799171339348,up,0.9742707354864009
s__GGB3653_SGB4964,0.35159269634203383,2148.0,0.09024810559555696,-0.09024810559555696,-0.36322401885407013,0.8832528814819918,1.1361257097809148,down,0.9635348920089171
s__GGB9176_SGB14114,0.9933343107255256,2374.0,0.1135681502455487,0.1135681502455487,0.0,-1.8315304733227946,-1.9390351837218367,up,0.999080363880013
s__Pyramidobacter_porci,0.49595031465751294,2208.0,0.06140018201612922,0.06140018201612922,0.03991334214936645,0.7623894575131358,0.7415864209754911,up,0.9635348920089171
s__Bacteroides_stercoris,0.9966671262860999,2373.0,0.04597747000750153,0.04597747000750153,0.08239622850449393,2.612526275027316,2.467498689424526,up,0.999080363880013
s__Bacteroides_thetaiotaomicron,0.5699722381131727,2508.0,0.1698463768980821,0.1698463768980821,0.14731674310131404,4.1266192083392825,3.7260410637659334,up,0.9635348920089171
s__Mediterraneibacter_massiliensis,0.9068915951679456,2343.0,0.052393750380920444,0.052393750380920444,0.0,-2.002068656530255,-2.0637017734291447,up,0.9742707354864009
s__Bacteroides_cellulosilyticus,0.26472230485130954,2639.0,0.22900601699472142,0.22900601699472142,2.1676145623054177,0.8531161065250829,0.18988520993192554,up,0.9635348920089171
s__Blautia_faecis,0.42013334475084974,2178.0,0.12456898586586655,-0.12456898586586655,-0.08339958844067215,3.983046025593935,4.220084068224279,down,0.9635348920089171
s__Wujia_chipingensis,0.3624963265761021,2590.0,0.19070907724594485,0.19070907724594485,0.6798469732802531,1.3043732395891123,0.8142308419916355,up,0.9635348920089171
s__Phocaeicola_abscessus,0.6609508617844958,2266.0,0.04206697126864479,0.04206697126864479,0.0,-1.2610878114494812,-1.2790741352725519,up,0.9635348920089171
s__Ruminococcus_bicirculans,0.592874483007928,2243.0,0.07102918904188804,-0.07102918904188804,-0.5681162290294589,0.5514595856745839,0.8175865082445083,down,0.9635348920089171
s__Bacteroides_salyersiae,0.15554045223560736,2031.0,0.038342042285174786,-0.038342042285174786,-0.357388176094772,0.3188165729957836,0.4084373504831214,down,0.9635348920089171
s__Corynebacterium_argentoratense,0.8443549771835649,2324.0,0.17151132929757507,0.17151132929757507,0.0,-1.8735881405255175,-2.0360073676012234,up,0.9680468644581743
s__Romboutsia_timonensis,0.8476255757634981,2418.0,0.027443603965659185,-0.027443603965659185,-0.0481052371710991,2.286113729638697,2.363627048387542,down,0.9680468644581743
s__Bacteroides_xylanisolvens,0.7194193773294597,2458.0,0.0345240559383769,0.0345240559383769,0.06856151805715989,2.3566594682905015,2.247282961454094,up,0.9635348920089171
s__GGB3345_SGB4425,0.22098809812029896,2078.0,0.17599755375227438,-0.17599755375227438,-0.3870050810455417,1.0226207022870255,1.3372565024932352,down,0.9635348920089171
s__Bacteroides_nordii,0.7069589076056451,2462.0,0.11222503138181494,0.11222503138181494,0.0,0.16937568564925418,-0.12968549476186417,up,0.9635348920089171
s__Bacteroides_ovatus,0.854174596311595,2327.0,0.05062378466849754,0.05062378466849754,0.055232027875531206,4.007088474219672,3.856580796584077,up,0.9703029099491263
s__Limosilactobacillus_mucosae,0.8804668737898316,2335.0,0.09131604935293314,0.09131604935293314,0.0,-2.276566617468952,-2.599034243092123,up,0.9742707354864009
s__Lentihominibacter_hominis,0.4698968272451489,2545.0,0.15555618847409186,0.15555618847409186,0.0,-0.863297621170608,-1.2647192624367232,up,0.9635348920089171
s__Agathobaculum_butyriciproducens,0.09229934582131621,1968.0,0.2673250358342312,-0.2673250358342312,-0.13148594250360604,4.647466436480777,5.090934093119494,down,0.9635348920089171
s__Bifidobacterium_longum,0.9433885646021108,2389.0,0.026342463760368716,0.026342463760368716,0.04448854589506331,3.3396891917661296,3.238274532163513,up,0.9837855560334354
s__GGB4659_SGB6447,0.42983073792721815,2182.0,0.12437912190587357,-0.12437912190587357,-0.015842260813690025,2.087195929077259,2.1102417678264787,down,0.9635348920089171
s__Roseburia_hominis,0.6015702565700234,2246.0,0.10164741833326223,-0.10164741833326223,-0.14951351500148966,2.9003296957938347,3.2170323048167644,down,0.9635348920089171
s__Intestinimonas_butyriciproducens,0.870590205972356,2411.0,0.10553342330134477,0.10553342330134477,0.0,-0.6708845700960887,-0.9077512375004361,up,0.9734621074208114
s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,0.8215389141821918,2317.0,0.07833371943665222,-0.07833371943665222,0.0,-0.2780228347699753,-0.0810014235823898,down,0.9664549021543897
s__Ruminococcus_sp_AF13_28,0.8936644804635717,2404.0,0.0011815926753730058,-0.0011815926753730058,-0.002176348535557171,2.6217485854681915,2.625706556079897,down,0.9742707354864009
s__Bacteroides_eggerthii,0.7731757818719381,2302.0,0.16971340847314217,0.16971340847314217,2.115390150237853,0.47901457659843555,0.11054849681043798,up,0.9635348920089171
s__Blautia_glucerasea,0.553077234767128,2229.0,0.05876981646071745,-0.05876981646071745,-0.15226072801375753,1.5061312467610222,1.6737780374447409,down,0.9635348920089171
s__Segatella_copri,0.7988728301499053,2310.0,0.0435390163821821,0.0435390163821821,0.0,-0.83558386437798,-1.036841098038299,up,0.9635348920089171
s__GGB41458_SGB58520,0.3872199248226502,2579.0,0.14383193170629574,0.14383193170629574,0.31855237541878073,0.8329506227354899,0.6679215209985042,up,0.9635348920089171
s__Clostridium_scindens,0.7131795761599218,2283.0,0.04030668606881134,-0.04030668606881134,0.0,-0.42286523158079103,-0.2811828276325654,down,0.9635348920089171
s__Lachnospiraceae_bacterium,0.6884154196466701,2275.0,0.03836760635308818,-0.03836760635308818,-0.07726464032417556,1.5096256529892036,1.5926789549752816,down,0.9635348920089171
s__Porphyromonas_SGB1977,0.6015702565700234,2497.0,0.28525352584554936,0.28525352584554936,0.0,-1.6919538226242936,-1.8741723401235548,up,0.9635348920089171
s__Streptococcus_sp_HF_1907,0.7988728301499053,2310.0,0.1041451377724797,0.1041451377724797,0.0,-0.5725214469379858,-0.6074233319784715,up,0.9635348920089171
s__Faecalibacillus_intestinalis,0.4750462477108389,2200.0,0.14266594933257373,-0.14266594933257373,-0.41144256553208153,1.652382951027082,2.197694185101919,down,0.9635348920089171
s__GGB1456_SGB2019,0.4225455661524572,2564.0,0.3203030506600281,0.3203030506600281,0.0,-3.4733910606315805,-3.947133652958344,up,0.9635348920089171
s__GGB9237_SGB14179,0.6103231142801342,2494.0,0.05296574401476762,0.05296574401476762,0.0,-0.9975288646981242,-1.063048201874525,up,0.9635348920089171
s__Anaerofustis_stercorihominis,0.7477250267908757,2449.0,0.18642600521700772,0.18642600521700772,0.0,-1.8858194079648374,-2.277181878603674,up,0.9635348920089171
s__Dorea_sp_AF36_15AT,0.676155511870068,2271.0,0.007841025519703225,0.007841025519703225,0.0,-0.6928348460799567,-0.720325644985337,up,0.9635348920089171
