feature,p_value,u_stat,cohens_d,cohens_d_raw,mean_diff,ad_mean,control_mean,direction,p_adj
K01209,0.07458856482836067,1382.0,0.42892323657843445,0.42892323657843445,0.12128469378498963,5.701022721313786,5.579738027528796,up,0.13254589560715443
K01218,0.36872682878221996,1262.0,0.13659538325327547,0.13659538325327547,0.0865269881213031,4.443201309728465,4.356674321607162,up,0.4657788471168292
K01223,0.12004444740485856,1351.0,0.4277941350030733,0.4277941350030733,0.3946286284554166,5.02959854766529,4.6349699192098734,up,0.19298098818751713
K01224,0.09737096259358831,1365.0,0.33503021886523066,0.33503021886523066,0.16727462051293518,4.744913218236957,4.577638597724022,up,0.16479126873947056
K01243,0.0006824985211466705,1601.0,0.7207980144949058,0.7207980144949058,0.1515182495717946,5.378073090178446,5.226554840606651,up,0.005217939275045765
K01246,0.8944948624128058,1121.0,0.009798984405439743,-0.009798984405439743,-0.003841586299754951,4.499581773570155,4.50342335986991,down,0.918236334170835
K01258,0.002231170764192506,1555.0,0.527377883416465,0.527377883416465,0.15122066253248967,5.2735066676436295,5.12228600511114,up,0.010294700192677702
K01262,0.0004658470178907673,1615.0,0.5815616051500322,0.5815616051500322,0.20568141448085786,5.143750537167197,4.938069122686339,up,0.004344601620754319
K01265,0.0011278366902231435,1582.0,0.6617174611135225,0.6617174611135225,0.08569216873702867,5.95231863862512,5.866626469888091,up,0.00686622799834923
K01270,0.055415404273290676,1400.0,0.19212442079236666,0.19212442079236666,0.05690725204185654,5.184316700190931,5.127409448149074,up,0.10351030769797903
K01271,0.6637838571328021,1199.0,0.04837065964896508,0.04837065964896508,0.023088350458233542,4.606007971721282,4.5829196212630485,up,0.7341259647852268
K01273,0.28537703656188707,1285.0,0.07369178966547811,0.07369178966547811,0.022052317363669083,4.821151611529047,4.799099294165378,up,0.3842072213950316
K01284,0.6267355763834721,1206.0,0.019455901655000284,-0.019455901655000284,-0.024437028991691534,3.444012319183583,3.4684493481752745,down,0.7026063793216247
K01297,0.5906855003104834,1213.0,0.04643416442935224,0.04643416442935224,0.016871841359483497,4.62294394335825,4.606072101998767,up,0.6725120631240569
K01318,0.5957126474720327,1067.0,0.08452351711170933,-0.08452351711170933,-0.09904245236567055,2.511400415797878,2.6104428681635485,down,0.6748096309468007
K01356,0.33816238131863974,1270.0,0.1773952660204409,0.1773952660204409,0.04429218296633852,5.415207757185603,5.370915574219264,up,0.43854391660158903
K01358,0.5705010290467267,1217.0,0.07240468151109795,0.07240468151109795,0.01176422221449247,6.017637896959652,6.0058736747451595,up,0.6529232838959492
K01372,0.19727662403917245,1315.0,0.20932277100218638,0.20932277100218638,0.10839168246497799,4.589433186615947,4.481041504150969,up,0.2882430673461242
K01406,0.30277297110719215,1002.0,0.21302666906311227,-0.21302666906311227,-0.402996087072358,0.8949095425434358,1.2979056296157938,down,0.40257477958135257
K01421,0.08876637560841014,1371.0,0.31344284943449835,0.31344284943449835,0.11851200834817721,5.522264402425838,5.403752394077661,up,0.15298530003284316
