feature,correlation,correlation_raw,p_value,direction,p_adj
f__FGB9583,0.24641153564971097,-0.24641153564971097,0.0029088000229865562,negative,0.8726400068959668
f__FGB2837,0.2080631322290712,-0.2080631322290712,0.012333832990906301,negative,0.9733095751277009
f__Barnesiellaceae,0.20551106831345578,0.20551106831345578,0.013470753572967537,positive,0.9733095751277009
f__Selenomonadaceae,0.2009186879673415,0.2009186879673415,0.015748690107496525,positive,0.9733095751277009
f__FGB58251,0.19349049525987297,-0.19349049525987297,0.02014407331632822,negative,0.9733095751277009
f__Odoribacteraceae,0.19269814364160687,0.19269814364160687,0.020670179397714535,positive,0.9733095751277009
f__FGB1425,0.18207812680995183,-0.18207812680995183,0.028948544904783987,negative,0.9733095751277009
f__FGB1473,0.18178993288550868,-0.18178993288550868,0.029207792514512877,negative,0.9733095751277009
f__Candidatus_Saccharibacteria_unclassified,0.1812448767279219,-0.1812448767279219,0.029703509529872423,negative,0.9733095751277009
f__FGB1217,0.1707421799706389,0.1707421799706389,0.040746623987670205,positive,0.9733095751277009
f__FGB79291,0.16548130698830527,-0.16548130698830527,0.04746171148948664,negative,0.9733095751277009
f__FGB618,0.1591489524346839,0.1591489524346839,0.056740459286411776,positive,0.9733095751277009
f__FGB4559,0.15858372152508746,-0.15858372152508746,0.05763671719703859,negative,0.9733095751277009
f__Firmicutes_unclassified,0.14734889039835428,-0.14734889039835428,0.07800016983326044,negative,0.9733095751277009
f__Bacteroidales_unclassified,0.14283528629710987,-0.14283528629710987,0.08766355593605421,negative,0.9733095751277009
f__FGB79237,0.14276506315398527,-0.14276506315398527,0.08782112318849565,negative,0.9733095751277009
f__Peptoniphilaceae,0.14273726307521958,-0.14273726307521958,0.08788356363851099,negative,0.9733095751277009
f__FGB3070,0.14211217389197722,-0.14211217389197722,0.08929692335113466,negative,0.9733095751277009
f__FGB9120,0.14153200320419013,-0.14153200320419013,0.0906248713629964,negative,0.9733095751277009
f__FGB1226,0.14121531462150916,0.14121531462150916,0.0913563408908812,positive,0.9733095751277009
f__FGB75721,0.13443024148525548,0.13443024148525548,0.1081851994497198,positive,0.9733095751277009
