feature,importance
g__Odoribacter,0.027610683916082925
g__Lachnospira,0.016327163150809433
g__Granulicatella,0.013367031655237198
g__Agathobaculum,0.012027989122431571
g__Vescimonas,0.01120317257338404
g__Megamonas,0.010753525979350573
g__Adlercreutzia,0.010740033880913094
g__Candidatus_Saccharibacteria_unclassified,0.010540494049831265
g__Enterocloster,0.00987395097679761
g__Negativibacillus,0.009345142139902606
g__GGB3363,0.008163874607879556
g__Massiliimalia,0.008111486442719265
g__Barnesiella,0.00795522979744294
g__Roseburia,0.007852368641515037
g__Haemophilus,0.0077770381318923104
g__Butyricimonas,0.00770991169006468
g__Phascolarctobacterium,0.007596841499935613
g__Clostridia_unclassified,0.007157452654664261
g__Dialister,0.006961486813345132
g__Faecalicatena,0.0069060296366179
g__Faecalibacterium,0.00689155075339265
g__GGB2982,0.006867649605331625
g__Clostridium,0.006634874380047606
g__Akkermansia,0.006621516441503028
g__Lachnospiraceae_unclassified,0.006597320798083144
g__Intestinibacter,0.006490293860141039
g__Eubacterium,0.006455260890191371
g__Anaerotignum,0.006274215348886855
g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,0.006165250203541759
g__Christensenella,0.0061137536958419695
g__Lactobacillus,0.006098543107347961
g__Alistipes,0.006097101328347392
g__Limosilactobacillus,0.006078152015325837
g__Erysipelatoclostridium,0.006062128705862619
g__Anaerobutyricum,0.006038739986905873
g__GGB9758,0.0060097846144658304
g__GGB3278,0.0059677890560692224
g__GGB3632,0.005959448610793467
g__Brotolimicola,0.005959410795003036
g__Schaalia,0.005951624125913667
g__Actinomyces,0.005889785666064244
g__Enterococcus,0.005773479839160884
g__Bacteria_unclassified,0.005721592549387148
g__Romboutsia,0.00566296139479521
g__Oscillibacter,0.0056588703344363075
g__GGB51441,0.005655885159117253
g__Gordonibacter,0.005630575433971328
g__Rothia,0.005581754023900928
g__GGB9614,0.005569911876594387
g__Anaerostipes,0.005489601928219485
g__GGB2998,0.005452619881635729
g__Parasutterella,0.005320830033237562
g__GGB9616,0.005302853350923284
g__Streptococcus,0.005237076948808766
g__Ruminococcus,0.005217236210305261
g__Anaerotruncus,0.005189894713414738
g__Faecalibacillus,0.005171204300916145
g__Cuneatibacter,0.005128275745819604
g__GGB58233,0.005096187445647624
g__Eubacteriales_unclassified,0.005039594741858995
g__Fusicatenibacter,0.005028406902978615
g__GGB9559,0.0048914354067077885
g__Lentihominibacter,0.004841471164138767
g__Eggerthella,0.0047996187183263535
g__GGB3818,0.004725999063395145
g__Leuconostoc,0.004708810022652879
g__GGB52130,0.004701002187647746
g__Turicibacter,0.004640751509927157
g__GGB9595,0.004562936590671427
g__GGB3537,0.004542618199896769
g__GGB4605,0.004532121806048777
g__Mogibacterium,0.004524719134468161
g__Corynebacterium,0.004522262060932119
g__Pseudoflavonifractor,0.004490851155365998
g__Anaerofustis,0.0044819324265787525
g__Parabacteroides,0.0044717380628085494
g__Amedibacillus,0.004465958206059173
g__Lacrimispora,0.004445295523883675
g__Sutterella,0.004432992971185668
g__Lancefieldella,0.0044082757289944305
g__Phocea,0.004369173041614771
g__GGB36331,0.004368940173390679
g__Dielma,0.004360545776321484
g__Evtepia,0.004351381896329952
g__Collinsella,0.004344061841596611
g__Holdemanella,0.0043311675938219885
g__GGB3740,0.004328245095462954
g__Holdemania,0.0042832186053174525
g__GGB9719,0.004282080653306372
g__GGB9359,0.004224278006672815
g__Lawsonibacter,0.004221985196310142
g__Lachnoclostridium,0.004215703970655099
g__Flavonifractor,0.004184170328947101
g__Gemmiger,0.004176384238482035
g__GGB3109,0.004171521352298582
g__Bifidobacterium,0.0041706447656106515
g__Raoultibacter,0.0041675618852835255
g__Ruthenibacterium,0.004164242905544933
g__Sellimonas,0.0041624676021563495
g__Dorea,0.00414060775066847
g__Ligilactobacillus,0.004106570824771639
g__GGB12785,0.004087351636259039
g__GGB9730,0.0040696831037020514
g__GGB9302,0.004061713756977412
g__Klebsiella,0.004053919894070583
g__Actinobaculum,0.004043030244275372
g__Allisonella,0.004037958102563483
g__Clostridiaceae_unclassified,0.003954584087899017
g__GGB9715,0.003953102190534866
g__Bilophila,0.003952017907142969
g__Bacteroides,0.0038631803909699334
g__Lactonifactor,0.0038319712309429553
g__Tyzzerella,0.0037926683421728603
g__Scardovia,0.00378445621022168
g__GGB9501,0.003780617436411328
g__GGB12798,0.0037716482734351207
g__Dysosmobacter,0.0037597408317338694
