feature,correlation,correlation_raw,p_value,direction,p_adj
o__Candidatus_Saccharibacteria_unclassified,0.22289618290821173,-0.22289618290821173,0.0022912557756174443,negative,0.1512228811907513
o__OFGB38642,0.18390343024696798,0.18390343024696798,0.012217029548757639,positive,0.24052634605969275
o__Selenomonadales,0.1753387835760048,0.1753387835760048,0.016976110428071872,positive,0.24052634605969275
o__OFGB75721,0.17244212869781478,0.17244212869781478,0.018916104913151908,positive,0.24052634605969275
o__Firmicutes_unclassified,0.15994591550303594,-0.15994591550303594,0.029646969127059775,negative,0.24052634605969275
o__OFGB1226,0.15951506858189468,0.15951506858189468,0.030094782064715452,positive,0.24052634605969275
o__OFGB1217,0.15766376349308345,0.15766376349308345,0.032085172150935294,positive,0.24052634605969275
o__Pasteurellales,0.15764774457755484,-0.15764774457755484,0.03210287137778003,negative,0.24052634605969275
o__OFGB3038,0.15629956881817045,0.15629956881817045,0.03362250225353231,positive,0.24052634605969275
o__OFGB77988,0.15392835895126633,0.15392835895126633,0.036443385766620116,positive,0.24052634605969275
o__Actinomycetales,0.14108905629621268,-0.14108905629621268,0.05541537255607239,negative,0.29617862745842755
o__Coriobacteriales,0.13897264420526909,0.13897264420526909,0.05921607351728835,positive,0.29617862745842755
o__Candidatus_Nanogingivales,0.1365866945321618,-0.1365866945321618,0.06375546011034275,negative,0.29617862745842755
o__Verrucomicrobiales,0.13309183497063032,0.13309183497063032,0.0709155066393087,positive,0.29617862745842755
o__Erysipelotrichales,0.13278037939777065,-0.13278037939777065,0.07158413399891814,negative,0.29617862745842755
o__Fusobacteriales,0.13267992398958078,-0.13267992398958078,0.07180087938386122,negative,0.29617862745842755
o__Veillonellales,0.11125132327618661,-0.11125132327618661,0.13165452763427865,negative,0.48352448143601745
o__Micrococcales,0.11118956891143601,-0.11118956891143601,0.13187031311891384,negative,0.48352448143601745
o__Bacillales,0.10839943285833677,-0.10839943285833677,0.14190607583644743,negative,0.49293689501081733
o__OFGB3047,0.10518404166324145,0.10518404166324145,0.15418130298395663,positive,0.5087982998470568
o__Clostridia_unclassified,0.10233321960966112,-0.10233321960966112,0.16571945850740125,negative,0.5208325838804039
o__OFGB45628,0.09368509015813345,-0.09368509015813345,0.20465162346837215,negative,0.5953592275182578
o__Candidatus_Saccharimonadales,0.09201633923806665,-0.09201633923806665,0.2128674839316421,negative,0.5953592275182578
o__Bacteroidales,0.08787553692743567,0.08787553692743567,0.23426741553049776,positive,0.5953592275182578
o__Acidaminococcales,0.08594062193278496,-0.08594062193278496,0.24476890419293373,negative,0.5953592275182578
o__Bifidobacteriales,0.08559417593193173,-0.08559417593193173,0.24668324770342356,negative,0.5953592275182578
o__Bacteria_unclassified,0.08175455229452372,0.08175455229452372,0.2685974322232982,positive,0.5953592275182578
o__OFGB72924,0.08164267980561542,0.08164267980561542,0.2692552074854583,positive,0.5953592275182578
o__Lactobacillales,0.0814951537040118,-0.0814951537040118,0.270124289922601,negative,0.5953592275182578
o__OFGB3023,0.08141151921349032,0.08141151921349032,0.27061783069011713,positive,0.5953592275182578
o__OFGB1380,0.07683414464877714,0.07683414464877714,0.2985668562098471,positive,0.605027551669684
o__Desulfovibrionales,0.07664502952781894,0.07664502952781894,0.2997612748420897,positive,0.605027551669684
o__OFGB4605,0.07621110846985044,0.07621110846985044,0.302513775834842,positive,0.605027551669684
o__OFGB1262,0.07398018494440294,0.07398018494440294,0.3169277130095018,positive,0.6103702576424634
o__OFGB1765,0.07193960231683531,-0.07193960231683531,0.3304967182245618,negative,0.6103702576424634
o__Eggerthellales,0.0715795236305208,-0.0715795236305208,0.3329292314413437,negative,0.6103702576424634
o__OFGB2960,0.06869197299963463,-0.06869197299963463,0.35284908369532814,negative,0.6294064736186935
o__OFGB2982,0.06671374501013477,0.06671374501013477,0.3669185295769842,positive,0.6372795513705514
o__Burkholderiales,0.05627468761452505,-0.05627468761452505,0.44675635208895503,negative,0.7560492112274623
o__OFGB2915,0.05164361941043383,0.05164361941043383,0.48509323652959324,positive,0.8004038402738288
o__OFGB3062,0.04966874100735416,0.04966874100735416,0.5019634688492867,positive,0.808038754732998
o__Propionibacteriales,0.04818770244269792,0.04818770244269792,0.5148142630393996,positive,0.8089938419190565
o__OFGB3057,0.04358052743717441,-0.04358052743717441,0.5558468042380248,negative,0.8525935151525615
o__OFGB3048,0.04084730294653754,-0.04084730294653754,0.5809153288494664,negative,0.8525935151525615
o__OFGB1359,0.04056514753737673,0.04056514753737673,0.5835327913535068,positive,0.8525935151525615
o__Eubacteriales,0.0394178251091681,-0.0394178251091681,0.5942318438942096,negative,0.8525935151525615
o__OFGB1292,0.03624835393079763,-0.03624835393079763,0.624239863227018,negative,0.8641079208009796
o__OFGB45503,0.03578243634682528,-0.03578243634682528,0.628705327986938,negative,0.8641079208009796
o__OFGB2997,0.03248352686425001,0.03248352686425001,0.6607013989915436,positive,0.8641079208009796
o__OFGB32970,0.03151839129029565,0.03151839129029565,0.6701831417151018,positive,0.8641079208009796
o__Synergistales,0.02989918934479765,-0.02989918934479765,0.686207630497541,negative,0.8641079208009796
o__OFGB10477,0.029055614883954445,0.029055614883954445,0.6946124288577021,positive,0.8641079208009796
o__OFGB1354,0.028474331177055386,0.028474331177055386,0.7004257629803213,positive,0.8641079208009796
o__OFGB3072,0.026767418348852476,0.026767418348852476,0.7175960956412478,positive,0.8641079208009796
o__OFGB15212,0.026520696300574315,0.026520696300574315,0.7200899340008164,positive,0.8641079208009796
o__Enterobacterales,0.022968674031368652,0.022968674031368652,0.7563090797653089,positive,0.8683096470155839
o__OFGB1126,0.02173524451854728,-0.02173524451854728,0.7690160116010182,negative,0.8683096470155839
o__OFGB1776,0.02092002844769876,0.02092002844769876,0.7774486018878446,positive,0.8683096470155839
o__OFGB1011,0.019911003170022607,-0.019911003170022607,0.7879219697410998,negative,0.8683096470155839
o__OFGB14936,0.019771558320977434,-0.019771558320977434,0.7893724063778035,negative,0.8683096470155839
o__OFGB1227,0.01627707427911265,0.01627707427911265,0.8259442458995491,positive,0.8848383268592589
o__OFGB9989,0.01577688854102033,0.01577688854102033,0.8312117615950614,positive,0.8848383268592589
o__Corynebacteriales,0.00577442135824742,-0.00577442135824742,0.9378209464713338,negative,0.9824790867794926
o__OFGB4806,0.004339636882579962,0.004339636882579962,0.9532502783807226,positive,0.9830393495801202
o__OFGB1325,0.00120093585581547,0.00120093585581547,0.9870558592243321,positive,0.9947077512397974
o__OFGB3069,0.0004909882480860503,-0.0004909882480860503,0.9947077512397974,negative,0.9947077512397974
