sample_id,label,f__Synergistaceae,f__Rikenellaceae,f__Tannerellaceae,f__Bacteroidaceae,f__Coriobacteriaceae,f__Eubacteriales_unclassified,f__Oscillospiraceae,f__Odoribacteraceae,f__Acidaminococcaceae,f__Lachnospiraceae,f__Clostridiaceae,f__Desulfovibrionaceae,f__Christensenellaceae,f__Eubacteriales_Family_XIII_Incertae_Sedis,f__Lactobacillaceae,f__Eggerthellaceae,f__Eubacteriales_incertae_sedis,f__Streptococcaceae,f__Erysipelotrichaceae,f__Enterobacteriaceae,f__Eubacteriaceae,f__Peptostreptococcaceae,f__Bifidobacteriaceae,f__Candidatus_Saccharimonadaceae,f__Prevotellaceae,f__FGB15212,f__Coprobacillaceae,f__Candidatus_Saccharibacteria_unclassified,f__FGB1226,f__Enterococcaceae,f__FGB1262,f__Barnesiellaceae,f__Selenomonadaceae,f__FGB1126,f__Actinomycetaceae,f__Sutterellaceae,f__Atopobiaceae,f__FGB1776,f__FGB14936,f__FGB2982,f__FGB1765,f__Turicibacteraceae,f__FGB3069,f__FGB1217,f__FGB75721,f__Pasteurellaceae,f__FGB3048,f__FGB3038,f__FGB1011,f__Clostridia_unclassified,f__FGB3047,f__Veillonellaceae,f__Bacteria_unclassified,f__FGB3023,f__FGB1354,f__FGB2915,f__Carnobacteriaceae,f__FGB1227,f__FGB3057,f__Akkermansiaceae,f__FGB1292,f__Firmicutes_unclassified,f__FGB1380,f__FGB3062,f__FGB38642,f__FGB77988,f__Propionibacteriaceae,f__FGB45628,f__Candidatus_Nanogingivalaceae,f__Bacillales_unclassified,f__FGB4806,f__Micrococcaceae,f__FGB4605,f__Oxalobacteraceae,f__FGB1359,f__FGB45503,f__FGB72924,f__FGB2997,f__FGB3072,f__FGB1325,f__FGB2960,f__FGB10477,f__FGB32970,f__FGB9989,f__Corynebacteriaceae,f__Fusobacteriaceae
CRR1012471,1,0.00471,8.97305,0.2567,5.57726,0.18669,0.17774,6.965,0.47433,0.07647,13.30348,0.35005999999999987,0.34898,0.0,0.03679,1.1299299999999999,0.0317,0.39779,0.5116600000000001,0.06299,0.48218,5.6954199999999995,0.02275,0.86281,0.00062,10.75718,0.00608,0.0,0.0,0.00346,0.0,0.00887,1.13824,0.0,0.0,0.00272,0.14233,0.0,2.00568,0.0,0.20555,0.33891,0.0,0.0,0.0,0.01901,0.01075,0.004,0.0,0.00435,0.0,0.00105,0.34898,0.00272,0.00843,0.15568,0.0,0.0,0.0,0.0,0.0,0.0,0.03107,0.0,0.76506,0.27581,0.0,0.0,0.0,0.0,0.0,1.69802,0.0,0.00721,0.0,0.02902,0.0,0.10788,0.0,0.0,0.0,0.02752,0.00301,0.01454,0.06061,0.0,0.0
CRR1012474,1,0.0,14.98683,6.3316099999999995,27.960480000000004,0.26252,0.20803,5.620350000000001,1.6198700000000001,0.0,10.5594,1.5401099999999999,0.25978999999999997,0.0,0.0,0.0064,0.01047,0.0,0.88044,0.84676,17.98686,0.0,0.0,0.0,0.0,3.67574,0.0,0.01082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00268,0.02908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.7511599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012480,1,0.0,4.915569999999999,0.8273,10.698450000000001,0.90583,0.62932,18.09939,0.45862,0.00586,21.085559999999997,1.4677400000000003,0.07537,0.0,0.03257,0.59,0.46813,0.57412,0.6534800000000001,0.19885,0.17637000000000003,4.853009999999999,1.45,0.18367,0.01812,16.05007,0.0,0.0,0.03791,0.00253,0.0,0.0,0.78182,0.77964,0.0,0.010029999999999999,0.46915,0.0,1.79524,0.0,0.01767,0.0,0.01496,0.0,0.01652,0.0,0.51199,0.0,0.0,0.0,0.00893,0.04084,0.13574,0.02973,0.0,0.00169,0.0,0.00547,0.0,0.0,2.51989,0.05253,0.0,0.0,0.0,0.08801,0.0,0.0,0.0,0.0,0.0,0.02032,0.01729,0.00536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012487,1,0.0,0.9000499999999999,1.00256,24.79581,0.0,0.84661,19.153859999999998,0.1487,0.00312,22.47808,1.63481,0.01543,0.009729999999999999,0.01764,0.0,0.28612000000000004,0.87238,0.08073,0.61661,1.24551,0.27921,0.02058,3.6865,0.0,0.47887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,2.91966,0.0,0.0,0.15769,0.0,0.0,0.0,0.05506,0.0,0.00265,0.0,0.0,0.01905,0.00322,0.0,0.0,0.0,0.0,0.0,0.00084,0.35988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06974,0.0,0.0,0.0
CRR1012491,1,0.0,0.0,0.94107,12.76848,0.0,0.8116599999999999,7.58737,0.40898,0.0,29.15891,7.623400000000001,0.12835,0.0,0.00445,0.0265,0.09037999999999999,4.16261,0.8681,0.34552,1.0287,0.32269,0.44079,0.0,0.00604,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.02939,1.09414,0.0,0.0,0.0,0.0,0.0,0.02024,0.0,0.0,0.0,0.10278,0.0,0.0,0.01284,0.07988,0.0,10.96012,0.11474,0.0,0.0,0.0,0.01325,0.0,0.06186,4.23283,0.31667,0.0,1.04993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012495,1,0.0,0.26728,0.12722,2.3713299999999995,0.00096,1.90932,25.210150000000002,0.00219,0.0,31.60615000000001,6.949540000000001,8.727580000000001,0.0,0.0,0.1384,0.19344,8.64352,0.3796900000000001,0.6322499999999999,3.60985,0.38985000000000003,0.24913000000000002,0.08393,0.00873,0.0,0.0,0.0,0.0384,0.0,0.04302,0.0,0.0,0.0,0.0,0.03737,0.11632,0.01069,0.0,0.0,0.0,0.0,0.09363,0.0,0.0,0.0,0.00723,0.0,0.0,0.0,0.0,0.0,4.48661,0.0,0.0,0.0,0.0,0.00464,0.0,0.0,0.0,0.08703,0.4372,0.0,0.0,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.01552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012518,1,0.0,0.0,0.15878,30.87972,0.36274,0.0,7.34346,0.0,0.47394,30.293639999999996,0.11442,0.03797,0.0,0.01928,0.0,0.73746,0.0,0.4052,1.9776199999999997,7.034669999999999,0.0,0.05755,12.45391,0.01255,0.0,0.0,0.03248,0.016130000000000002,0.0,0.07845,0.0,0.0,0.0,0.0,0.024739999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.04895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6122,0.5751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012523,1,0.0,0.09383999999999999,0.11377,2.14076,6.93148,6.9468499999999995,7.13915,0.03525,1.27183,36.877399999999994,1.0859800000000002,0.0,0.00469,0.08102,3.1540399999999997,0.21737999999999996,0.0,11.67296,0.09894,0.0104,1.47793,0.0,18.71854,0.00286,0.0,0.0,0.0,0.07880999999999999,0.0,0.00192,0.0,0.0,0.0,0.0,0.038180000000000006,0.1177,0.00247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02783,0.0,0.0,0.0,0.0272,0.0,0.44047000000000003,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.33247,0.0,0.10786,0.0,0.0,0.0,0.0,0.0,0.01347,0.01765,0.0,0.03997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012527,1,0.0,2.50415,1.74165,62.58559000000001,0.26782,0.0,14.15994,0.0,3.47389,9.488019999999999,0.96587,0.0,0.0,0.0,0.74655,0.03428,0.0,0.37265,0.41302,0.32749,0.23699,0.02033,0.01533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73717,0.0,0.0,0.0,0.0,0.0,0.00653,0.0,0.0,0.0,0.00236,0.0,0.0,0.0,0.0,0.0,0.22388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43046,0.0,0.50336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041
CRR1012533,1,0.07182,8.475689999999998,1.34674,23.98995,0.70033,0.7310200000000001,23.81792,0.54334,0.25861,19.30921,1.7766500000000003,0.27033,0.00939,0.09684,0.00072,0.16539,1.66217,0.15936,0.2716,0.09273999999999999,0.71013,0.32011,0.25199,0.0,0.0,0.0,0.0,0.0115,0.0,0.00423,0.0,1.53886,0.00122,0.0,0.00576,0.17278,0.0,0.0,0.0,0.0,0.0,0.06385,0.0,0.07942,0.0,0.00756,0.06368,0.0,0.00178,0.0,0.00581,0.08617,0.0096,0.0,0.00534,0.0,0.00051,0.0,0.0,0.22546,0.11661,0.0,0.10437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012541,0,0.0967,1.9475699999999998,0.06888,4.24428,2.01547,1.21239,12.548770000000001,0.30755,0.42299,50.79943,3.4994599999999996,2.63115,0.10705,0.1351,0.0,2.32527,0.0,0.33304999999999996,0.31706,0.27678,0.6570999999999999,0.22509,0.65646,0.06092,0.0,0.0,0.00074,0.14859,0.05159,0.0,0.0,0.0,0.0,0.0,0.17748,0.0,0.0,0.0,0.0,0.0,0.0,0.01933,0.00342,0.61188,0.0,0.02019,0.0,0.02871,0.04826,0.09148,0.0,0.38247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14609,0.12438,0.0,0.0,0.0,0.0,0.0,0.0027,0.00851,0.01857,0.00399,0.0,0.03011,0.0,0.64245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00488,0.0
CRR1012545,1,0.0,2.70159,0.19508,10.33606,0.49706,1.75373,8.71343,0.17152,0.1698,46.335280000000004,1.75227,0.14127,0.0,0.05351,0.06156,0.58435,4.24712,0.18245999999999998,0.14748,1.04967,4.09199,0.7250500000000001,0.0482,0.00325,0.29412,0.0,0.0,0.0,0.0,0.0,0.0,0.76636,0.13395,0.0,0.0,0.00708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,0.0,0.32831000000000005,0.04163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012564,0,0.0,3.81434,0.43872999999999995,8.232520000000001,0.01692,0.46810999999999997,19.745059999999995,0.35669,0.04901,30.86935,0.88749,0.01422,0.0,0.00366,1.22239,0.11624999999999999,0.22111,6.076840000000001,0.11518,0.0,0.58256,0.10227,0.06519,0.0,7.75157,0.0,0.0,0.03006,0.0,0.0,0.0,0.97554,0.0,0.0,0.11019,0.01506,0.00098,0.06024,0.7798,0.0,1.52978,0.0,0.0,0.0,0.0,0.00562,0.03343,0.0,0.0011,0.00523,0.0,10.55264,0.02622,0.0,0.0,0.0,0.00167,0.0,0.0,0.2251,0.20562,0.13284,0.0,0.02796,0.07801999999999999,0.0,0.00101,0.0,0.02213,0.0,0.0,0.0443,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.01143,0.0,0.0
CRR1012576,1,0.0,0.0,0.83951,59.46456,0.1949,0.00467,16.9596,0.0,0.0,13.402859999999999,0.9825,0.24652,0.0,0.00355,0.00052,0.051219999999999995,0.0,0.87664,1.1095000000000002,1.69164,0.01389,0.44031,0.28194,0.00416,0.02837,0.0,0.0,0.06829,0.0,0.03439999999999999,0.0,0.0,0.0,0.0,0.0194,0.26726,0.00388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448,0.0,0.0,0.0,0.0,0.0,2.51973,0.0,0.0,0.0,0.0,0.01166,0.0,0.0,0.0,0.03341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.01314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012578,0,0.01649,1.37076,0.25787999999999994,8.15037,0.19417,1.28613,14.853269999999998,0.14237,1.83966,17.15299,2.40235,0.02624,0.03633,0.05878,0.05448,0.30239000000000005,2.774,0.26955,0.61107,37.995900000000006,0.22352,0.19261,0.01894,0.0,0.70751,0.07227,0.0,0.01208,0.03454,0.0,0.01744,0.0,0.0,0.0,0.0,0.07416,0.0,0.00099,0.0,0.10107,0.0,0.05272,0.05651,0.1334,0.0,0.00647,0.10112,0.0,0.05618,0.00423,0.01619,0.22045000000000003,0.07753,0.0556,0.0,0.0,0.0,0.0,0.0,0.28616,0.0,0.06324,0.0,0.54794,0.0,0.51477,0.0,0.00682,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.01074,0.0,0.0,0.0,0.0,0.0,0.24456,0.0033,0.0,0.0,0.0
CRR1012579,1,0.0,0.0,0.0,12.439219999999999,1.4807,0.07407,32.53394000000001,0.00407,0.0,24.49727,2.2268100000000004,0.07048,0.0,0.0555,1.30156,0.26044,0.0,0.11817,0.65922,3.35621,0.09355,0.33803,15.040299999999998,0.17532,0.0,0.0,0.12659,0.33348,0.0,0.0,0.0,0.0,0.0,0.0,0.03456,0.83361,0.016239999999999997,0.0,0.0,0.0,0.0,0.02271,0.0,0.0,0.0,0.05267,0.0,0.0,0.0,0.0,0.0,2.9853899999999998,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.29922,0.0,0.0,0.0,0.0,0.0,0.00921,0.0,0.0,0.00516,0.0,0.00994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02012,0.0
CRR1012581,1,0.0,0.0,0.12067,1.69705,0.0,2.2451399999999997,3.6598300000000004,0.00324,0.0,47.377400000000016,5.366039999999999,0.14334,0.0,0.00897,0.00812,0.30407999999999996,3.54655,0.63003,0.21871,2.0903,3.7139100000000003,0.15037999999999999,0.00373,0.00603,0.0,0.0,0.0,0.03241,0.0,0.0,0.0,0.0,0.0,0.0,0.04459,0.0,0.00476,0.0,0.0,0.0,0.0,0.01786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,28.18173,0.0,0.0,0.0,0.0,0.04453,0.0,0.05534,0.17265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.00884,0.00423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03172
