feature,correlation,correlation_raw,p_value,direction,p_adj
g__GGB3490,0.25078466026259993,-0.25078466026259993,0.002431076897893608,negative,0.9592198072138021
g__Faecalicatena,0.21216161986188664,-0.21216161986188664,0.010683569562274243,negative,0.9592198072138021
g__Negativibacillus,0.2114770900625691,-0.2114770900625691,0.010944890586410214,negative,0.9592198072138021
g__GGB9423,0.20934118744643435,-0.20934118744643435,0.011796749736942266,negative,0.9592198072138021
g__Megamonas,0.20686963373969314,0.20686963373969314,0.012854611473666643,positive,0.9592198072138021
g__Barnesiella,0.19710680971736572,0.19710680971736572,0.017887128523550243,positive,0.9592198072138021
g__GGB9762,0.19696939592401203,-0.19696939592401203,0.01796870294924378,negative,0.9592198072138021
g__Alloscardovia,0.19549784065430248,-0.19549784065430248,0.018862689334799447,negative,0.9592198072138021
g__GGB9559,0.19126703895575967,-0.19126703895575967,0.021650477651341503,negative,0.9592198072138021
g__GGB3730,0.18901924630218958,-0.18901924630218958,0.023270995135686815,negative,0.9592198072138021
g__GGB4596,0.18772807248814957,-0.18772807248814957,0.024248148461150542,negative,0.9592198072138021
g__GGB3491,0.18164818930289217,-0.18164818930289217,0.029336022775583715,negative,0.9592198072138021
g__Vescimonas,0.1795807455213674,0.1795807455213674,0.03126151473901991,positive,0.9592198072138021
g__Butyricimonas,0.17920558216702315,0.17920558216702315,0.03162217885919657,positive,0.9592198072138021
g__Aggregatibacter,0.174644535827555,-0.174644535827555,0.03629679054076889,negative,0.9592198072138021
g__GGB9724,0.17411729740982163,-0.17411729740982163,0.036872944662131237,negative,0.9592198072138021
g__Faecalibacterium,0.17177602313052165,0.17177602313052165,0.03952537089518446,positive,0.9592198072138021
g__Lachnospira,0.1712362846848792,-0.1712362846848792,0.040159059202651476,negative,0.9592198072138021
g__GGB2982,0.17104001356850226,0.17104001356850226,0.04039159825848334,positive,0.9592198072138021
g__GGB9529,0.16877360862811688,-0.16877360862811688,0.0431596047106481,negative,0.9592198072138021
g__GGB45432,0.16765815702213044,0.16765815702213044,0.04457912384202273,positive,0.9592198072138021
g__Porphyromonas,0.16503436308709848,0.16503436308709848,0.04807234546885329,positive,0.9592198072138021
g__GGB36331,0.16169300609195847,-0.16169300609195847,0.05284740102089552,negative,0.9592198072138021
g__Allisonella,0.15932229245571622,-0.15932229245571622,0.05646791307418999,negative,0.9592198072138021
g__Atopobium,0.1584580218437752,0.1584580218437752,0.05783760736015123,positive,0.9592198072138021
g__GGB4642,0.1575144584191963,-0.1575144584191963,0.05936404026512375,negative,0.9592198072138021
g__GGB9522,0.15620139650559905,-0.15620139650559905,0.06154310990421116,negative,0.9592198072138021
g__GGB2983,0.1561953838619702,-0.1561953838619702,0.06155323676402267,negative,0.9592198072138021
g__Candidatus_Saccharibacteria_unclassified,0.15408794762945752,-0.15408794762945752,0.06518771191354766,negative,0.9592198072138021
g__GGB1456,0.1524488829899715,0.1524488829899715,0.06813391689728207,positive,0.9592198072138021
g__GGB6649,0.15078979773522797,0.15078979773522797,0.07122552208111319,positive,0.9592198072138021
g__GGB9621,0.1503073270968724,-0.1503073270968724,0.07214562739378781,negative,0.9592198072138021
g__Anaerotruncus,0.14937403525380918,0.14937403525380918,0.07395280678806906,positive,0.9592198072138021
g__GGB9595,0.14870784368943926,0.14870784368943926,0.07526504618870898,positive,0.9592198072138021
g__Gordonibacter,0.14824979813593475,0.14824979813593475,0.07617815094930848,positive,0.9592198072138021
g__GGB38744,0.14658428546445493,-0.14658428546445493,0.07957392241290999,negative,0.9592198072138021
g__GGB51441,0.14608601651972308,-0.14608601651972308,0.0806131612510306,negative,0.9592198072138021
g__Bacteroidales_unclassified,0.14468581802760425,-0.14468581802760425,0.08359202869123103,negative,0.9592198072138021
g__GGB9364,0.1445247378820522,-0.1445247378820522,0.08394030466146184,negative,0.9592198072138021
g__GGB74505,0.1438570983882113,-0.1438570983882113,0.08539623630853614,negative,0.9592198072138021
g__GGB9302,0.1425841021294358,-0.1425841021294358,0.08822820669975466,negative,0.9592198072138021
g__GGB9545,0.1422228070058138,0.1422228070058138,0.08904546531760063,positive,0.9592198072138021
g__GGB2998,0.14181925567785406,0.14181925567785406,0.08996543027555166,positive,0.9592198072138021
g__Lachnospiraceae_unclassified,0.14166800686841075,-0.14166800686841075,0.09031217190835031,negative,0.9592198072138021
g__Guopingia,0.141206385152505,0.141206385152505,0.09137703354209402,positive,0.9592198072138021
g__GGB4386,0.1400167219680926,-0.1400167219680926,0.094167389322977,negative,0.9592198072138021
g__GGB9061,0.1391037437008398,-0.1391037437008398,0.09635427954030606,negative,0.9592198072138021
g__GGB3632,0.138722237155791,-0.138722237155791,0.09727994307609927,negative,0.9592198072138021
g__GGB3649,0.1384950945365051,-0.1384950945365051,0.09783439936833924,negative,0.9592198072138021
g__GGB9774,0.13806187619130592,-0.13806187619130592,0.09889881130553509,negative,0.9592198072138021
g__Massiliimalia,0.13713323711992859,0.13713323711992859,0.10121127176107042,positive,0.9592198072138021
g__Eisenbergiella,0.13686841982351772,-0.13686841982351772,0.10187845860893922,negative,0.9592198072138021
g__Lactobacillus,0.13569262289544903,0.13569262289544903,0.10488271514921053,positive,0.9592198072138021
g__GGB4717,0.13501104806808437,0.13501104806808437,0.10665579130001063,positive,0.9592198072138021
g__Jilunia,0.1347262293293629,0.1347262293293629,0.10740365774546536,positive,0.9592198072138021
g__GGB9524,0.13436505460573794,0.13436505460573794,0.10835791920371544,positive,0.9592198072138021
g__GGB44238,0.13366554370614378,-0.13366554370614378,0.11022496672601716,negative,0.9592198072138021
g__Provencibacterium,0.12994533829784224,0.12994533829784224,0.12058011989771303,positive,0.9592198072138021
g__GGB1148,0.12878494153962353,-0.12878494153962353,0.1239596861015233,negative,0.9592198072138021
g__GGB4604,0.12878302478380552,-0.12878302478380552,0.12396532838225414,negative,0.9592198072138021
g__GGB70869,0.12870727395296946,-0.12870727395296946,0.12418847200414368,negative,0.9592198072138021
g__GGB4602,0.12829824989729177,-0.12829824989729177,0.12539871883510462,negative,0.9592198072138021
g__Streptococcus,0.12773950748446053,-0.12773950748446053,0.12706663361884368,negative,0.9592198072138021
g__GGB4750,0.12732361498412448,-0.12732361498412448,0.12831917356975905,negative,0.9592198072138021
g__GGB9186,0.12716652443350177,0.12716652443350177,0.1287947448884748,positive,0.9592198072138021
g__GGB4567,0.12632591417747013,0.12632591417747013,0.13136264121726762,positive,0.9592198072138021
g__Anaeromassilibacillus,0.12604784870040953,0.12604784870040953,0.13222066371543373,positive,0.9592198072138021
g__GGB4964,0.12535551830860006,-0.12535551830860006,0.1343756354273487,negative,0.9592198072138021
g__GGB6574,0.12479844159035935,0.12479844159035935,0.1361290368173291,positive,0.9592198072138021
g__GGB4703,0.12439030181956678,-0.12439030181956678,0.13742471119148686,negative,0.9592198072138021
g__GGB55957,0.12379814795000924,-0.12379814795000924,0.13932125422243402,negative,0.9592198072138021
g__GGB9365,0.12296190268893248,0.12296190268893248,0.14203344058268028,positive,0.9592198072138021
g__GGB9667,0.12232971425645209,-0.12232971425645209,0.14411030111232576,negative,0.9592198072138021
g__Lacrimispora,0.12196516356956033,0.12196516356956033,0.14531834621250175,positive,0.9592198072138021
g__Fournierella,0.12155902659937927,-0.12155902659937927,0.1466732183101501,negative,0.9592198072138021
g__GGB8965,0.1213661918096793,-0.1213661918096793,0.1473198522612219,negative,0.9592198072138021
g__GGB9787,0.12131372226783269,-0.12131372226783269,0.14749617128522316,negative,0.9592198072138021
g__GGB4664,0.12031556699430322,-0.12031556699430322,0.15088084940691177,negative,0.9592198072138021
g__GGB9075,0.12015989239763238,-0.12015989239763238,0.1514139687502708,negative,0.9592198072138021
g__Luoshenia,0.11992904380271038,0.11992904380271038,0.15220713897121008,positive,0.9592198072138021
g__GGB9563,0.1192775498840689,0.1192775498840689,0.1544624759047766,positive,0.9592198072138021
g__GGB9359,0.11824003329902624,0.11824003329902624,0.15810586433619894,positive,0.9592198072138021
g__GGB3185,0.11743614354464275,0.11743614354464275,0.16097282753536654,positive,0.9592198072138021
g__GGB3343,0.11741715446349923,0.11741715446349923,0.16104101616999317,positive,0.9592198072138021
g__GGB4644,0.11638021316809685,0.11638021316809685,0.16479747046952273,positive,0.9592198072138021
g__Agathobaculum,0.1162377201510964,-0.1162377201510964,0.16531872947378734,negative,0.9592198072138021
g__GGB4698,0.11623296107223594,-0.11623296107223594,0.1653361599990581,negative,0.9592198072138021
g__GGB51269,0.11619410846174154,-0.11619410846174154,0.1654785121337134,negative,0.9592198072138021
g__GGB9454,0.1160593812878989,-0.1160593812878989,0.16597284606945698,negative,0.9592198072138021
g__GGB58067,0.11528609990722026,-0.11528609990722026,0.16883140358622617,negative,0.9592198072138021
g__Tetragenococcus,0.11487894114456014,-0.11487894114456014,0.1703511408336001,negative,0.9592198072138021
g__Enterobacter,0.11308965361355594,0.11308965361355594,0.17715007190991264,positive,0.9592198072138021
g__Fenollaria,0.11302168782986517,0.11302168782986517,0.17741221434784696,positive,0.9592198072138021
g__Paraeggerthella,0.11293945586933692,0.11293945586933692,0.1777297630801335,positive,0.9592198072138021
g__GGB9597,0.1126031357374925,0.1126031357374925,0.17903286268008292,positive,0.9592198072138021
g__Luxibacter,0.1123455091225234,-0.1123455091225234,0.18003580292924026,negative,0.9592198072138021
g__GGB3061,0.11228875661766999,0.11228875661766999,0.1802572944926806,positive,0.9592198072138021
g__Haemophilus,0.11200493532925902,-0.11200493532925902,0.18136798767515627,negative,0.9592198072138021
g__GGB9249,0.11111355072618692,0.11111355072618692,0.18488895843888084,positive,0.9592198072138021
g__Clostridia_unclassified,0.11076763592246312,-0.11076763592246312,0.18626871421910834,negative,0.9592198072138021
g__Robinsoniella,0.11064176677107722,-0.11064176677107722,0.18677263402304303,negative,0.9592198072138021
