feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info
s__Bacteroides_sp_AF16_49,2,0.8710262630524206,0.5684210526315789,0.30260521042084165,0.0,0.0,1,1,0,0
s__Aggregatibacter_kilianii,2,0.8708434412685019,0.20350877192982453,0.0,0.0,0.6673346693386774,1,0,0,1
s__GGB9529_SGB53518,2,0.8693386773547094,0.19999999999999996,0.0,0.0,0.6693386773547094,1,0,0,1
s__Lachnospiraceae_bacterium_OF09_6,2,0.861873279268818,0.0,0.08617234468937873,0.7757009345794392,0.0,0,1,1,0
s__GGB6613_SGB9347,2,0.8580388847871181,0.6456140350877193,0.2124248496993988,0.0,0.0,1,1,0,0
s__Cuneatibacter_sp_NSJ_177,2,0.8550645149949021,0.7087719298245614,0.14629258517034072,0.0,0.0,1,1,0,0
s__GGB2983_SGB3965,2,0.8544949548219245,0.5719298245614035,0.282565130260521,0.0,0.0,1,1,0,0
s__Anaeromassilibacillus_senegalensis,2,0.8428632966868316,0.0,0.6092184368737474,0.23364485981308414,0.0,0,1,1,0
s__Citrobacter_freundii,2,0.8180290405372148,0.7859649122807018,0.03206412825651306,0.0,0.0,1,1,0,0
s__GGB4456_SGB6141,2,0.8134025059464725,0.0,0.4769539078156313,0.33644859813084116,0.0,0,1,1,0
s__Zhenpiania_hominis,2,0.8119416402899257,0.0,0.2885771543086172,0.5233644859813085,0.0,0,1,1,0
s__Solobacterium_SGB6834,2,0.8038673838905882,0.5192982456140351,0.28456913827655306,0.0,0.0,1,1,0,0
s__GGB3000_SGB3991,2,0.7934465422072214,0.7192982456140351,0.07414829659318634,0.0,0.0,1,1,0,0
s__Fournierella_massiliensis,2,0.7899448018844707,0.7298245614035088,0.06012024048096187,0.0,0.0,1,1,0,0
s__Christensenella_intestinihominis,2,0.7868438631649264,0.5403508771929825,0.2464929859719439,0.0,0.0,1,1,0,0
s__Bacteroidales_unclassified_SGB2124,2,0.7759378405934676,0.7719298245614035,0.004008016032064132,0.0,0.0,1,1,0,0
s__Feifania_hominis,2,0.7735470941883767,0.0,0.38076152304609223,0.0,0.3927855711422845,0,1,0,1
s__Longibaculum_muris,2,0.7722532784867981,0.4175438596491228,0.35470941883767537,0.0,0.0,1,1,0,0
s__Anaerostipes_rhamnosivorans,2,0.753682804204901,0.3508771929824561,0.0,0.0,0.40280561122244485,1,0,0,1
s__GGB9724_SGB15278,2,0.7521780402911085,0.34736842105263155,0.0,0.0,0.4048096192384769,1,0,0,1
s__GGB9788_SGB15411,2,0.7478114122982807,0.631578947368421,0.11623246492985972,0.0,0.0,1,1,0,0
s__Ralstonia_mannitolilytica,2,0.737151495974405,0.3543859649122807,0.0,0.0,0.3827655310621243,1,0,0,1
s__GGB3534_SGB4722,2,0.7221249516577014,0.36140350877192984,0.0,0.0,0.36072144288577157,1,0,0,1
s__Weissella_viridescens,2,0.721168653095665,0.4526315789473684,0.26853707414829664,0.0,0.0,1,1,0,0
s__Christensenella_sp_Marseille_P3954,2,0.7206201877439089,0.35789473684210527,0.0,0.0,0.36272545090180364,1,0,0,1
s__GGB79394_SGB105952,2,0.7196216995394298,0.3649122807017544,0.0,0.0,0.35470941883767537,1,0,0,1
s__GGB9636_SGB15107,2,0.7076539042998278,0.4771929824561404,0.23046092184368738,0.0,0.0,1,1,0,0
s__Enterocloster_bolteae,2,0.7059165059090143,0.0,0.46292585170340683,0.2429906542056075,0.0,0,1,1,0
s__GGB2964_SGB3946,2,0.7054811377140245,0.14035087719298245,0.0,0.0,0.5651302605210421,1,0,0,1
s__Alistipes_SGB2302,2,0.704981893611785,0.14385964912280702,0.0,0.0,0.561122244488978,1,0,0,1
s__GGB1661_SGB2275,2,0.7036951095172802,0.5754385964912281,0.12825651302605212,0.0,0.0,1,1,0,0
s__Anaerococcus_obesiensis,2,0.7024786414935134,0.1473684210526316,0.0,0.0,0.5551102204408818,1,0,0,1
s__GGB3740_SGB5077,2,0.697319873391643,0.0,0.5851703406813626,0.11214953271028039,0.0,0,1,1,0
s__GGB3626_SGB4905,2,0.6917202826706044,0.6736842105263158,0.018036072144288595,0.0,0.0,1,1,0,0
s__Faecalicatena_orotica,2,0.68108146116795,0.4385964912280702,0.24248496993987978,0.0,0.0,1,1,0,0
s__Pauljensenia_hongkongensis,2,0.6713426853707414,0.0,0.3927855711422845,0.0,0.27855711422845686,0,1,0,1
s__GGB9522_SGB14921,2,0.6681503357592378,0.6280701754385964,0.04008016032064132,0.0,0.0,1,1,0,0
s__Collinsella_stercoris,2,0.6634954118763844,0.33684210526315794,0.0,0.0,0.32665330661322645,1,0,0,1
s__GGB3649_SGB4958,2,0.6630594522378089,0.4666666666666667,0.19639278557114226,0.0,0.0,1,1,0,0
s__Peptoniphilus_harei,2,0.640952079597792,0.3403508771929824,0.0,0.0,0.3006012024048096,1,0,0,1
s__GGB6133_SGB8780,2,0.6404528354955524,0.343859649122807,0.0,0.0,0.29659318637274545,1,0,0,1
s__GGB9636_SGB15108,2,0.6313890939774286,0.25263157894736843,0.0,0.0,0.37875751503006017,1,0,0,1
s__Ligilactobacillus_salivarius,2,0.6064465379356845,0.0,0.45691382765531063,0.14953271028037385,0.0,0,1,1,0
s__GGB45596_SGB63306,2,0.6028899905073305,0.368421052631579,0.0,0.0,0.23446893787575152,1,0,0,1
s__GGB9225_SGB14166,2,0.5951903807615231,0.0,0.16232464929859725,0.0,0.43286573146292584,0,1,0,1
s__Senegalimassilia_SGB14826,2,0.594880990050276,0.38245614035087716,0.0,0.0,0.2124248496993988,1,0,0,1
s__GGB9364_SGB14339,2,0.593875470238723,0.375438596491228,0.0,0.0,0.218436873747495,1,0,0,1
s__Firmicutes_bacterium_AM41_11,2,0.5923777379320043,0.38596491228070173,0.0,0.0,0.2064128256513026,1,0,0,1
s__GGB1379_SGB1880,2,0.5923707063249306,0.37192982456140355,0.0,0.0,0.22044088176352705,1,0,0,1
s__Limosilactobacillus_fermentum,2,0.5791583166332664,0.0,0.29058116232464926,0.0,0.2885771543086172,0,1,0,1
s__Dialister_succinatiphilus,2,0.5749252891748409,0.5508771929824561,0.024048096192384794,0.0,0.0,1,1,0,0
s__Actinomyces_bouchesdurhonensis,2,0.5675275785215291,0.0,0.15631262525050105,0.4112149532710281,0.0,0,1,1,0
s__Bacteroides_cellulosilyticus,2,0.5543610585657296,0.0,0.43286573146292584,0.12149532710280375,0.0,0,1,1,0
s__Aggregatibacter_segnis,2,0.5282635446331259,0.4140350877192982,0.11422845691382766,0.0,0.0,1,1,0,0
s__Ruminococcus_lactaris,2,0.5250501002004009,0.0,0.5250501002004009,0.0,0.0,0,1,1,0
s__Luoshenia_tenuis,2,0.5155919315266047,0.0,0.35671342685370744,0.15887850467289721,0.0,0,1,1,0
s__Streptococcus_thermophilus,2,0.5103477984005395,0.0,0.5010020040080161,0.009345794392523366,0.0,0,1,1,0
s__Oscillibacter_sp_PC13,2,0.4689378757515029,0.0,0.07214428857715427,0.0,0.39679358717434865,0,1,0,1
s__GGB4605_SGB6376,2,0.46077201131234435,0.0,0.23647294589178358,0.22429906542056077,0.0,0,1,1,0
s__GGB9275_SGB14227,2,0.4400098442499033,0.2596491228070176,0.0,0.0,0.18036072144288573,1,0,0,1
s__GGB9589_SGB15011,2,0.43100235558836975,0.2807017543859649,0.0,0.0,0.15030060120240485,1,0,0,1
s__GGB3139_SGB4152,2,0.42949759167457724,0.2771929824561403,0.0,0.0,0.15230460921843691,1,0,0,1
s__GGB3032_SGB4027,2,0.42850613507717195,0.29824561403508776,0.0,0.0,0.1302605210420842,1,0,0,1
s__GGB9076_SGB13999,2,0.4284991034700981,0.28421052631578947,0.0,0.0,0.14428857715430865,1,0,0,1
s__GGB25442_SGB37397,2,0.4284920718630243,0.2701754385964912,0.0,0.0,0.1583166332665331,1,0,0,1
s__Lachnospira_SGB5083,2,0.427500615265619,0.2912280701754386,0.0,0.0,0.13627254509018039,1,0,0,1
s__GGB3722_SGB5050,2,0.42748655205147146,0.26315789473684215,0.0,0.0,0.1643286573146293,1,0,0,1
s__Mitsuokella_jalaludinii,2,0.4269873079492319,0.2666666666666667,0.0,0.0,0.16032064128256518,1,0,0,1
s__GGB1663_SGB2278,2,0.4259958513518265,0.28771929824561404,0.0,0.0,0.13827655310621245,1,0,0,1
s__GGB9774_SGB15394,2,0.3999367155363358,0.27368421052631575,0.0,0.0,0.12625250501002006,1,0,0,1
s__Citrobacter_portucalensis,2,0.3987975951903807,0.0,0.08416833667334667,0.0,0.31462925851703405,0,1,0,1
s__Segatella_sinica,2,0.3744119818584538,0.3263157894736842,0.0,0.0,0.04809619238476959,1,0,0,1
s__Schaalia_meyeri,2,0.3687374749498997,0.0,0.17835671342685366,0.0,0.19038076152304606,0,1,0,1
s__Butyricicoccus_SGB14985,2,0.3647294589178357,0.0,0.10821643286573146,0.0,0.25651302605210424,0,1,0,1
s__Eisenbergiella_massiliensis,2,0.3512258161182178,0.0,0.13627254509018039,0.2149532710280374,0.0,0,1,1,0
s__bacterium_OL_1,2,0.3438385543015857,0.30175438596491233,0.0,0.0,0.04208416833667339,1,0,0,1
s__GGB9243_SGB14185,2,0.33428260028829593,0.22807017543859653,0.0,0.0,0.1062124248496994,1,0,0,1
s__GGB3152_SGB4165,2,0.33378335618605637,0.2315789473684211,0.0,0.0,0.10220440881763526,1,0,0,1
s__GGB4602_SGB6365,2,0.3312730724607109,0.2210526315789474,0.0,0.0,0.11022044088176353,1,0,0,1
s__GGB9197_SGB14136,2,0.33028864747037934,0.256140350877193,0.0,0.0,0.07414829659318634,1,0,0,1
s__Lactiplantibacillus_plantarum,2,0.3302816158633055,0.2421052631578947,0.0,0.0,0.0881763527054108,1,0,0,1
s__GGB9291_SGB14248,2,0.328776851949513,0.23859649122807014,0.0,0.0,0.09018036072144286,1,0,0,1
s__GGB9511_SGB14908,2,0.3272791196427943,0.24912280701754386,0.0,0.0,0.07815631262525047,1,0,0,1
s__GGB3528_SGB4713,2,0.3272720880357205,0.23508771929824557,0.0,0.0,0.09218436873747493,1,0,0,1
s__GGB9623_SGB15075,2,0.3257743557290018,0.24561403508771928,0.0,0.0,0.08016032064128253,1,0,0,1
s__GGB9618_SGB15064,2,0.3152831979748971,0.3052631578947368,0.0,0.0,0.01002004008016033,1,0,0,1
s__Oscillospiraceae_unclassified_SGB15257,2,0.31077593784059343,0.30877192982456136,0.0,0.0,0.002004008016032066,1,0,0,1
s__Bacteroides_congonensis,2,0.27254509018036077,0.0,0.11022044088176353,0.0,0.16232464929859725,0,1,0,1
s__Bacteroides_nordii,2,0.19498810705523195,0.0,0.09218436873747493,0.10280373831775702,0.0,0,1,1,0
s__Coprobacillus_cateniformis,2,0.15762365853201732,0.0,0.12024048096192386,0.03738317757009346,0.0,0,1,1,0
s__Clostridium_scindens,2,0.1562751671567434,0.0,0.1002004008016032,0.05607476635514019,0.0,0,1,1,0
s__Paraprevotella_xylaniphila,1,0.9368421052631579,0.9368421052631579,0.0,0.0,0.0,1,0,0,0
s__Lawsonibacter_asaccharolyticus,1,0.935871743486974,0.0,0.935871743486974,0.0,0.0,0,1,0,0
s__Bacteroides_caccae,1,0.9238476953907816,0.0,0.9238476953907816,0.0,0.0,0,1,0,0
s__Provencibacterium_massiliense,1,0.9178356713426854,0.0,0.0,0.0,0.9178356713426854,0,0,0,1
s__Romboutsia_timonensis,1,0.9118236472945892,0.0,0.9118236472945892,0.0,0.0,0,1,0,0
s__Candidatus_Nanosynbacter_sp_HMT_352,1,0.9052631578947369,0.9052631578947369,0.0,0.0,0.0,1,0,0,0
s__Oscillospiraceae_bacterium_Marseille_Q3528,1,0.9038076152304609,0.0,0.9038076152304609,0.0,0.0,0,1,0,0
s__Anaerotignum_faecicola,1,0.8997995991983968,0.0,0.8997995991983968,0.0,0.0,0,1,0,0
s__Alistipes_onderdonkii,1,0.8877755511022044,0.0,0.8877755511022044,0.0,0.0,0,1,0,0
s__Parabacteroides_johnsonii,1,0.8842105263157894,0.8842105263157894,0.0,0.0,0.0,1,0,0,0
s__Slackia_SGB14781,1,0.8771929824561404,0.8771929824561404,0.0,0.0,0.0,1,0,0,0
s__Coprococcus_eutactus,1,0.875751503006012,0.0,0.875751503006012,0.0,0.0,0,1,0,0
s__Veillonella_denticariosi,1,0.8736842105263158,0.8736842105263158,0.0,0.0,0.0,1,0,0,0
s__Fusicatenibacter_saccharivorans,1,0.8677354709418837,0.0,0.8677354709418837,0.0,0.0,0,1,0,0
s__GGB3819_SGB5184,1,0.8631578947368421,0.8631578947368421,0.0,0.0,0.0,1,0,0,0
s__Klebsiella_michiganensis,1,0.8596491228070176,0.8596491228070176,0.0,0.0,0.0,1,0,0,0
s__Acidaminococcus_intestini,1,0.856140350877193,0.856140350877193,0.0,0.0,0.0,1,0,0,0
s__Massiliimalia_timonensis,1,0.8537074148296593,0.0,0.8537074148296593,0.0,0.0,0,1,0,0
s__Clostridiales_bacterium_KLE1615,1,0.845691382765531,0.0,0.845691382765531,0.0,0.0,0,1,0,0
s__Ruminococcus_bicirculans,1,0.8416833667334669,0.0,0.8416833667334669,0.0,0.0,0,1,0,0
s__Acidaminococcus_provencensis,1,0.8385964912280701,0.8385964912280701,0.0,0.0,0.0,1,0,0,0
s__Olsenella_profusa,1,0.8376753507014028,0.0,0.8376753507014028,0.0,0.0,0,1,0,0
s__Faecalicatena_contorta,1,0.8336673346693386,0.0,0.8336673346693386,0.0,0.0,0,1,0,0
s__GGB2998_SGB3988,1,0.8316633266533067,0.0,0.8316633266533067,0.0,0.0,0,1,0,0
s__GGB9444_SGB14834,1,0.8296593186372745,0.0,0.0,0.0,0.8296593186372745,0,0,0,1
s__Butyricimonas_virosa,1,0.8276553106212425,0.0,0.8276553106212425,0.0,0.0,0,1,0,0
s__Coprococcus_comes,1,0.8236472945891784,0.0,0.8236472945891784,0.0,0.0,0,1,0,0
s__GGB9627_SGB15081,1,0.8156312625250501,0.0,0.0,0.0,0.8156312625250501,0,0,0,1
s__Klebsiella_oxytoca,1,0.811623246492986,0.0,0.0,0.0,0.811623246492986,0,0,0,1
s__Bacteroides_stercorirosoris,1,0.8035087719298246,0.8035087719298246,0.0,0.0,0.0,1,0,0,0
s__Clostridium_leptum,1,0.7975951903807615,0.0,0.7975951903807615,0.0,0.0,0,1,0,0
s__Faecalibacterium_SGB15346,1,0.7935871743486974,0.0,0.7935871743486974,0.0,0.0,0,1,0,0
s__Prevotella_bivia,1,0.7835671342685371,0.0,0.0,0.0,0.7835671342685371,0,0,0,1
s__Guopingia_tenuis,1,0.781563126252505,0.0,0.781563126252505,0.0,0.0,0,1,0,0
s__Anaerofustis_stercorihominis,1,0.7775551102204409,0.0,0.7775551102204409,0.0,0.0,0,1,0,0
s__Bifidobacterium_pseudolongum,1,0.7775551102204409,0.0,0.0,0.0,0.7775551102204409,0,0,0,1
s__Eubacterium_infirmum,1,0.775438596491228,0.775438596491228,0.0,0.0,0.0,1,0,0,0
s__Faecalicatena_fissicatena,1,0.7735470941883767,0.0,0.7735470941883767,0.0,0.0,0,1,0,0
s__GGB3146_SGB4159,1,0.7695390781563126,0.0,0.0,0.0,0.7695390781563126,0,0,0,1
s__Coprococcus_catus,1,0.7655310621242485,0.0,0.7655310621242485,0.0,0.0,0,1,0,0
s__GGB51269_SGB5062,1,0.7649122807017543,0.7649122807017543,0.0,0.0,0.0,1,0,0,0
s__Clostridiaceae_bacterium_AF18_31LB,1,0.7615230460921844,0.0,0.7615230460921844,0.0,0.0,0,1,0,0
s__GGB4642_SGB6421,1,0.7595190380761523,0.0,0.0,0.0,0.7595190380761523,0,0,0,1
s__GGB1123_SGB1437,1,0.7578947368421053,0.7578947368421053,0.0,0.0,0.0,1,0,0,0
s__GGB9075_SGB13997,1,0.7575150300601202,0.0,0.0,0.0,0.7575150300601202,0,0,0,1
s__Clostridium_SGB4909,1,0.7555110220440882,0.0,0.0,0.0,0.7555110220440882,0,0,0,1
s__Rothia_SGB49305,1,0.7535070140280561,0.0,0.7535070140280561,0.0,0.0,0,1,0,0
s__GGB3306_SGB4373,1,0.7535070140280561,0.0,0.0,0.0,0.7535070140280561,0,0,0,1
s__Enterocloster_hominis,1,0.751503006012024,0.0,0.751503006012024,0.0,0.0,0,1,0,0
s__GGB28369_SGB40949,1,0.7508771929824561,0.7508771929824561,0.0,0.0,0.0,1,0,0,0
s__Clostridiales_bacterium,1,0.7494989979959921,0.0,0.7494989979959921,0.0,0.0,0,1,0,0
s__Senegalimassilia_faecalis,1,0.7494989979959921,0.0,0.0,0.0,0.7494989979959921,0,0,0,1
s__GGB3496_SGB4671,1,0.7473684210526316,0.7473684210526316,0.0,0.0,0.0,1,0,0,0
s__Bacillus_subtilis,1,0.7454909819639279,0.0,0.0,0.0,0.7454909819639279,0,0,0,1
s__GGB4604_SGB6370,1,0.7403508771929825,0.7403508771929825,0.0,0.0,0.0,1,0,0,0
s__Roseburia_sp_AM59_24XD,1,0.7394789579158316,0.0,0.7394789579158316,0.0,0.0,0,1,0,0
s__GGB3883_SGB5266,1,0.7394789579158316,0.0,0.0,0.0,0.7394789579158316,0,0,0,1
s__GGB9634_SGB15095,1,0.7374749498997997,0.0,0.0,0.0,0.7374749498997997,0,0,0,1
s__GGB9529_SGB14929,1,0.736842105263158,0.736842105263158,0.0,0.0,0.0,1,0,0,0
s__Streptococcus_mitis,1,0.7314629258517034,0.0,0.7314629258517034,0.0,0.0,0,1,0,0
s__Lactobacillus_kitasatonis,1,0.7314629258517034,0.0,0.0,0.0,0.7314629258517034,0,0,0,1
s__Companilactobacillus_farciminis,1,0.7294589178356714,0.0,0.0,0.0,0.7294589178356714,0,0,0,1
s__Turicibacter_sanguinis,1,0.7294589178356714,0.0,0.7294589178356714,0.0,0.0,0,1,0,0
s__Bianquea_renquensis,1,0.7274549098196392,0.0,0.7274549098196392,0.0,0.0,0,1,0,0
s__Mogibacterium_timidum,1,0.7274549098196392,0.0,0.0,0.0,0.7274549098196392,0,0,0,1
s__Candidatus_Borkfalkia_ceftriaxoniphila,1,0.7263157894736842,0.7263157894736842,0.0,0.0,0.0,1,0,0,0
s__Prevotella_multisaccharivorax,1,0.7254509018036073,0.0,0.0,0.0,0.7254509018036073,0,0,0,1
s__Clostridium_SGB6177,1,0.7254509018036073,0.0,0.7254509018036073,0.0,0.0,0,1,0,0
s__Pseudoramibacter_alactolyticus,1,0.7234468937875751,0.0,0.0,0.0,0.7234468937875751,0,0,0,1
s__GGB9480_SGB14873,1,0.7228070175438597,0.7228070175438597,0.0,0.0,0.0,1,0,0,0
s__Enterococcus_gilvus,1,0.7214428857715431,0.0,0.0,0.0,0.7214428857715431,0,0,0,1
s__Prevotella_buccae,1,0.719438877755511,0.0,0.0,0.0,0.719438877755511,0,0,0,1
s__Clostridium_cocleatum,1,0.717434869739479,0.0,0.0,0.0,0.717434869739479,0,0,0,1
s__Erysipelatoclostridium_sp_An15,1,0.7154308617234468,0.0,0.0,0.0,0.7154308617234468,0,0,0,1
s__GGB4658_SGB6445,1,0.7134268537074149,0.0,0.0,0.0,0.7134268537074149,0,0,0,1
s__Clostridium_sp_AF20_17LB,1,0.7134268537074149,0.0,0.7134268537074149,0.0,0.0,0,1,0,0
s__GGB9253_SGB14199,1,0.7114228456913827,0.0,0.0,0.0,0.7114228456913827,0,0,0,1
s__Streptococcus_vestibularis,1,0.7094188376753507,0.0,0.7094188376753507,0.0,0.0,0,1,0,0
s__Leclercia_adecarboxylata,1,0.7094188376753507,0.0,0.0,0.0,0.7094188376753507,0,0,0,1
s__Bacteroides_oleiciplenus,1,0.7074148296593186,0.0,0.0,0.0,0.7074148296593186,0,0,0,1
s__Enterococcus_canis,1,0.7054108216432866,0.0,0.0,0.0,0.7054108216432866,0,0,0,1
s__Mediterraneibacter_sp_NSJ_151,1,0.7054108216432866,0.0,0.7054108216432866,0.0,0.0,0,1,0,0
s__Actinomyces_israelii,1,0.7034068136272544,0.0,0.0,0.0,0.7034068136272544,0,0,0,1
s__Romboutsia_hominis,1,0.7017543859649122,0.7017543859649122,0.0,0.0,0.0,1,0,0,0
s__Ruminococcus_torques,1,0.7014028056112225,0.0,0.7014028056112225,0.0,0.0,0,1,0,0
s__GGB3738_SGB5072,1,0.6993987975951903,0.0,0.0,0.0,0.6993987975951903,0,0,0,1
s__Streptococcus_sanguinis,1,0.6993987975951903,0.0,0.6993987975951903,0.0,0.0,0,1,0,0
s__GGB9064_SGB13983,1,0.6982456140350877,0.6982456140350877,0.0,0.0,0.0,1,0,0,0
s__Wujia_chipingensis,1,0.6973947895791583,0.0,0.6973947895791583,0.0,0.0,0,1,0,0
s__Macrococcus_caseolyticus,1,0.6973947895791583,0.0,0.0,0.0,0.6973947895791583,0,0,0,1
s__GGB3627_SGB4906,1,0.6953907815631262,0.0,0.0,0.0,0.6953907815631262,0,0,0,1
s__Clostridiaceae_bacterium_CLA_AA_H274,1,0.6933867735470942,0.0,0.0,0.0,0.6933867735470942,0,0,0,1
s__Limosilactobacillus_oris,1,0.6933867735470942,0.0,0.6933867735470942,0.0,0.0,0,1,0,0
s__GGB9542_SGB14948,1,0.6913827655310621,0.0,0.0,0.0,0.6913827655310621,0,0,0,1
s__Clostridiaceae_bacterium,1,0.6913827655310621,0.0,0.6913827655310621,0.0,0.0,0,1,0,0
s__GGB9532_SGB14933,1,0.6912280701754385,0.6912280701754385,0.0,0.0,0.0,1,0,0,0
s__GGB4586_SGB6344,1,0.6893787575150301,0.0,0.0,0.0,0.6893787575150301,0,0,0,1
s__GGB52002_SGB72669,1,0.687719298245614,0.687719298245614,0.0,0.0,0.0,1,0,0,0
s__GGB9266_SGB14215,1,0.687374749498998,0.0,0.0,0.0,0.687374749498998,0,0,0,1
s__Anaerobutyricum_soehngenii,1,0.685370741482966,0.0,0.685370741482966,0.0,0.0,0,1,0,0
s__GGB47174_SGB65105,1,0.685370741482966,0.0,0.0,0.0,0.685370741482966,0,0,0,1
s__GGB6565_SGB9274,1,0.6833667334669339,0.0,0.0,0.0,0.6833667334669339,0,0,0,1
s__GGB3169_SGB4183,1,0.6813627254509018,0.0,0.0,0.0,0.6813627254509018,0,0,0,1
s__Collinsella_sp_AF08_23,1,0.6807017543859649,0.6807017543859649,0.0,0.0,0.0,1,0,0,0
s__GGB9634_SGB15097,1,0.6793587174348698,0.0,0.0,0.0,0.6793587174348698,0,0,0,1
s__Candidatus_Saccharibacteria_unclassified_SGB19846,1,0.6793587174348698,0.0,0.6793587174348698,0.0,0.0,0,1,0,0
s__GGB3548_SGB4744,1,0.6773547094188377,0.0,0.0,0.0,0.6773547094188377,0,0,0,1
s__GGB3340_SGB4419,1,0.6771929824561403,0.6771929824561403,0.0,0.0,0.0,1,0,0,0
s__Limosilactobacillus_reuteri,1,0.6753507014028056,0.0,0.0,0.0,0.6753507014028056,0,0,0,1
s__Veillonella_atypica,1,0.6753507014028056,0.0,0.6753507014028056,0.0,0.0,0,1,0,0
s__Porphyromonas_asaccharolytica,1,0.6733466933867736,0.0,0.0,0.0,0.6733466933867736,0,0,0,1
s__Duodenibacillus_massiliensis,1,0.6713426853707415,0.0,0.0,0.0,0.6713426853707415,0,0,0,1
s__Clostridia_bacterium_UC5_1_1E11,1,0.6701754385964912,0.6701754385964912,0.0,0.0,0.0,1,0,0,0
s__Alistipes_sp_AF17_16,1,0.6693386773547094,0.0,0.6693386773547094,0.0,0.0,0,1,0,0
s__Olsenella_sp_KGMB02461,1,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1,0,0,0
s__Candidatus_Cibionibacter_quicibialis,1,0.6653306613226453,0.0,0.6653306613226453,0.0,0.0,0,1,0,0
s__GGB29535_SGB42321,1,0.6633266533066132,0.0,0.0,0.0,0.6633266533066132,0,0,0,1
s__TM7_phylum_sp_oral_taxon_350,1,0.6631578947368422,0.6631578947368422,0.0,0.0,0.0,1,0,0,0
s__Ruminococcus_SGB4421,1,0.6613226452905812,0.0,0.6613226452905812,0.0,0.0,0,1,0,0
s__GGB74802_SGB47402,1,0.6596491228070176,0.6596491228070176,0.0,0.0,0.0,1,0,0,0
s__Butyrivibrio_crossotus,1,0.6593186372745491,0.0,0.0,0.0,0.6593186372745491,0,0,0,1
s__Blautia_faecicola,1,0.6593186372745491,0.0,0.6593186372745491,0.0,0.0,0,1,0,0
s__GGB3303_SGB4364,1,0.655310621242485,0.0,0.0,0.0,0.655310621242485,0,0,0,1
s__Lactobacillus_gasseri,1,0.655310621242485,0.0,0.655310621242485,0.0,0.0,0,1,0,0
s__Enterococcus_dispar,1,0.6533066132264529,0.0,0.0,0.0,0.6533066132264529,0,0,0,1
s__Klebsiella_pneumoniae,1,0.6533066132264529,0.0,0.6533066132264529,0.0,0.0,0,1,0,0
s__Enterobacter_bugandensis,1,0.6513026052104208,0.0,0.0,0.0,0.6513026052104208,0,0,0,1
s__Scardovia_wiggsiae,1,0.6513026052104208,0.0,0.6513026052104208,0.0,0.0,0,1,0,0
s__Selenomonas_noxia,1,0.6492985971943888,0.0,0.0,0.0,0.6492985971943888,0,0,0,1
s__Eggerthellaceae_bacterium_SWB101512,1,0.6472945891783567,0.0,0.0,0.0,0.6472945891783567,0,0,0,1
s__Selenomonas_SGB5880,1,0.6452905811623246,0.0,0.0,0.0,0.6452905811623246,0,0,0,1
s__GGB33586_SGB53517,1,0.6448598130841121,0.0,0.0,0.6448598130841121,0.0,0,0,1,0
s__Hallella_seregens,1,0.6432865731462926,0.0,0.0,0.0,0.6432865731462926,0,0,0,1
s__GGB9199_SGB14138,1,0.6421052631578947,0.6421052631578947,0.0,0.0,0.0,1,0,0,0
s__Blautia_producta,1,0.6412825651302605,0.0,0.6412825651302605,0.0,0.0,0,1,0,0
s__Proteus_mirabilis,1,0.6412825651302605,0.0,0.0,0.0,0.6412825651302605,0,0,0,1
s__Prevotella_SGB1687,1,0.6392785571142284,0.0,0.0,0.0,0.6392785571142284,0,0,0,1
s__Frisingicoccus_caecimuris,1,0.6385964912280702,0.6385964912280702,0.0,0.0,0.0,1,0,0,0
s__Solobacterium_SGB6829,1,0.6372745490981964,0.0,0.6372745490981964,0.0,0.0,0,1,0,0
s__Campylobacter_concisus,1,0.6372745490981964,0.0,0.0,0.0,0.6372745490981964,0,0,0,1
s__Sellimonas_intestinalis,1,0.6352705410821644,0.0,0.6352705410821644,0.0,0.0,0,1,0,0
s__Dysgonomonas_capnocytophagoides,1,0.6352705410821644,0.0,0.0,0.0,0.6352705410821644,0,0,0,1
s__Mitsuokella_sp_oral_taxon_131,1,0.6332665330661322,0.0,0.0,0.0,0.6332665330661322,0,0,0,1
s__Selenomonas_felix,1,0.6312625250501003,0.0,0.0,0.0,0.6312625250501003,0,0,0,1
s__Roseburia_hominis,1,0.6312625250501003,0.0,0.6312625250501003,0.0,0.0,0,1,0,0
s__Enterobacter_mori,1,0.6292585170340681,0.0,0.0,0.0,0.6292585170340681,0,0,0,1
s__Oscillospiraceae_bacterium_CLA_AA_H250,1,0.6292585170340681,0.0,0.6292585170340681,0.0,0.0,0,1,0,0
s__GGB13493_SGB15238,1,0.6272545090180361,0.0,0.6272545090180361,0.0,0.0,0,1,0,0
s__GGB9271_SGB14223,1,0.6272545090180361,0.0,0.0,0.0,0.6272545090180361,0,0,0,1
s__Acidaminococcus_massiliensis,1,0.625250501002004,0.0,0.625250501002004,0.0,0.0,0,1,0,0
s__Citrobacter_koseri,1,0.625250501002004,0.0,0.0,0.0,0.625250501002004,0,0,0,1
s__GGB9730_SGB15291,1,0.623246492985972,0.0,0.623246492985972,0.0,0.0,0,1,0,0
s__Citrobacter_sp_Res13_Sevr_PEB04_36,1,0.623246492985972,0.0,0.0,0.0,0.623246492985972,0,0,0,1
