sample_id,label,o__Synergistales,o__Bacteroidales,o__Coriobacteriales,o__Methanobacteriales,o__Eubacteriales,o__Acidaminococcales,o__OFGB3012,o__Desulfovibrionales,o__Lactobacillales,o__Eggerthellales,o__Erysipelotrichales,o__Enterobacterales,o__OFGB2875,o__Corynebacteriales,o__Bifidobacteriales,o__OFGB9120,o__Candidatus_Saccharimonadales,o__OFGB15212,o__OFGB618,o__OFGB82363,o__Candidatus_Saccharibacteria_unclassified,o__Candidatus_Nanoperiomorbales,o__OFGB1226,o__OFGB1262,o__Selenomonadales,o__Actinomycetales,o__OFGB1126,o__Candidatus_Nanosynbacterales,o__Burkholderiales,o__Firmicutes_unclassified,o__OFGB1776,o__OFGB14936,o__OFGB31455,o__OFGB2982,o__OFGB1765,o__OFGB1779,o__OFGB3069,o__OFGB9238,o__OFGB3041,o__OFGB1217,o__OFGB75721,o__Pasteurellales,o__OFGB10318,o__OFGB3048,o__OFGB9119,o__OFGB3038,o__OFGB2918,o__OFGB1011,o__Clostridia_unclassified,o__OFGB3047,o__OFGB2840,o__Veillonellales,o__OFGB38642,o__Bacteria_unclassified,o__OFGB3023,o__OFGB1354,o__OFGB1359,o__OFGB9491,o__OFGB2915,o__OFGB1227,o__OFGB1538,o__OFGB3057,o__OFGB4405,o__Verrucomicrobiales,o__OFGB1292,o__OFGB2404,o__OFGB10055,o__OFGB1380,o__OFGB3062,o__Candidatus_Gastranaerophilales,o__OFGB77988,o__Propionibacteriales,o__OFGB45628,o__Bacillales,o__Fusobacteriales,o__Candidatus_Nanogingivales,o__OFGB4806,o__Micrococcales,o__OFGB4605,o__OFGB3072,o__OFGB2984,o__OFGB1201,o__OFGB45503,o__OFGB72924,o__OFGB52309,o__OFGB16911,o__OFGB2997,o__OFGB2930,o__OFGB3625,o__OFGB629,o__OFGB1474,o__OFGB1425,o__OFGB544,o__OFGB9583,o__OFGB28369,o__OFGB1473,o__OFGB668,o__Candidatus_Borkfalkiales,o__OFGB3009,o__OFGB1374,o__OFGB2834,o__Saccharomycetales,o__OFGB2345,o__OFGB11257,o__OFGB28775,o__OFGB1325,o__OFGB79270,o__OFGB529,o__OFGB2949,o__OFGB3054,o__OFGB2890,o__OFGB2960,o__OFGB24517,o__OFGB79237,o__OFGB10312,o__OFGB10309,o__OFGB10477,o__OFGB73223,o__OFGB4616,o__Victivallales,o__OFGB3172,o__OFGB1211,o__OFGB2952,o__OFGB30287,o__OFGB9272,o__OFGB79291,o__OFGB32970,o__OFGB1347,o__Moraxellales,o__OFGB2959,o__Tissierellales,o__OFGB3004,o__OFGB12107,o__OFGB1872,o__OFGB9989,o__OFGB79245,o__OFGB667,o__OFGB10341,o__OFGB83839,o__OFGB79152,o__Elusimicrobiales,o__OFGB10021,o__OFGB4559,o__OFGB1780,o__OFGB2881,o__OFGB4355,o__OFGB58251,o__OFGB1298,o__OFGB79363,o__OFGB1787,o__OFGB2837,o__OFGB1670,o__OFGB45555,o__OFGB40183,o__OFGB73062,o__OFGB30328,o__OFGB2880,o__Neisseriales,o__OFGB67123,o__OFGB2801,o__OFGB38791,o__OFGB77241,o__OFGB72939,o__Caulobacterales,o__Hyphomicrobiales,o__OFGB2403,o__OFGB1814,o__OFGB2165,o__Methanomicrobiales,o__Pseudomonadales,o__OFGB79294,o__OFGB1249,o__OFGB1311,o__OFGB3070,o__OFGB2942,o__OFGB1258,o__OFGB2941,o__OFGB9714,o__OFGB2889,o__OFGB2950,o__OFGB2917,o__OFGB2921,o__OFGB2936,o__OFGB3040,o__Campylobacterales,o__OFGB2937,o__OFGB4648,o__OFGB2846,o__OFGB7869,o__OFGB1260,o__OFGB1355,o__OFGB79015,o__OFGB78291,o__OFGB8294,o__Marinilabiliales,o__OFGB5194,o__Tissierellia_unclassified,o__OFGB602,o__OFGB1705,o__OFGB2992,o__Aeromonadales,o__Puniceicoccales,o__OFGB9718,o__OFGB2906,o__OFGB77566,o__OFGB2898,o__OFGB1207,o__OFGB9115,o__OFGB1303,o__OFGB73902,o__Flavobacteriales,o__OFGB10314,o__OFGB72899,o__OFGB78857,o__OFGB2947,o__OFGB3071,o__OFGB2378,o__OFGB3043,o__OFGB11739,o__OFGB78645,o__OFGB658,o__OFGB1012,o__Sphingomonadales,o__OFGB540,o__OFGB2985,o__OFGB1777,o__OFGB79211,o__OFGB2945,o__OFGB9512,o__OFGB8140,o__OFGB2983,o__Xanthomonadales,o__Rhodospirillales,o__Nakamurellales,o__Deinococcales,o__Sphingobacteriales,o__Planctomycetales,o__Candidatus_Brocadiales,o__OFGB10325,o__OFGB536,o__OFGB1337,o__OFGB51922,o__OFGB1778,o__OFGB2932,o__OFGB2839,o__OFGB2873,o__OFGB9977,o__OFGB58291,o__OFGB9828,o__OFGB3039,o__OFGB2954,o__OFGB1402,o__OFGB1362
CRR1012459,1,0.02569,25.36833,0.43823,0.0,47.80006999999999,0.55267,0.0,0.18507,0.8337500000000001,1.6926400000000001,4.01813,2.03924,0.0,0.0,0.81226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06334000000000001,0.01814,0.0,0.0,0.0,0.0,0.57907,0.05431,0.12994,0.83751,0.0,0.74194,0.93523,0.0,0.13202,0.0,0.0,0.20848,0.00683,0.0,0.0,0.03438,0.0,0.10011,0.01072,0.05591,0.00296,0.0,0.0,0.0,0.02895,0.02088,0.03133,2.0456,0.11721000000000001,0.0,0.01728,0.0,0.02317,0.01423,0.0,1.88378,0.116,1.39618,0.0,0.0,0.88621,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.03182,0.0,0.0,0.0,0.00051,0.0,0.0,0.0,0.01981,0.0,0.0,0.06588,0.0,0.0,0.0,0.0,0.0,0.0,0.01363,9e-05,0.0,0.02611,0.0,0.0,0.0,0.0,0.29889,0.0,0.0,0.0,0.00162,0.23299,0.0,0.0,0.00081,3.01579,0.70053,0.41533,0.34745,0.17928,0.1433,0.08982,0.07598,0.03258,0.01457,0.01424,0.00675,0.00566,0.00476,0.0021,0.00115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012463,1,0.0,22.41021,17.89221,0.0,47.338379999999994,0.20512000000000002,0.0,0.16629,0.41692,0.62241,0.07306000000000001,7.07434,0.0,0.0,2.4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08918,0.00201,0.0,0.0,0.44281,0.0,0.0,0.08893,0.0,0.0,0.00406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51672,0.0,0.0,0.00612,0.0,0.0,0.0,0.0,0.0,0.02887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012474,1,0.0,55.15805999999999,0.26252,0.0,18.333470000000002,0.66072,0.0,0.26614999999999994,1.07834,0.05411,0.8575799999999999,17.99459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.02908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.7511599999999999,0.0,0.04215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.545,0.0,0.0,0.00607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012564,0,0.0,21.596479999999996,0.19690000000000002,0.0,54.42686000000002,0.04901,0.0,0.01422,7.300900000000001,0.30793,0.77194,0.0,0.0,0.0,0.06519,0.33288,0.0,0.0,0.0,0.0,0.03304,0.0,0.0,0.0,0.0,0.11019,0.0,0.0,0.58514,0.13284,0.21574,0.7798,0.0,0.0,1.5587199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00562,0.0,0.03343,0.0,0.0,0.0,0.0011,0.00523,0.0,0.0,10.56503,0.07801999999999999,0.02622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251,0.20562,0.04115,0.0,0.0,0.02796,0.0,0.0,0.00101,0.0,0.0,0.00084,0.02213,0.0,0.0443,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471,0.0,0.0,0.0,0.0,0.0,0.0,0.19492,0.01708,0.01143,0.00094,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012471,1,0.00471,34.505250000000004,0.19299,0.0,50.24806,0.10500999999999999,0.0,0.34898,1.74254,0.0317,0.20157,0.48218,0.0,0.0,0.86385,0.0,0.00062,0.00608,8e-05,0.0,0.0,0.0,0.012820000000000002,0.00887,0.00738,0.00272,0.0,0.0,0.43302999999999997,0.03107,2.00568,0.0,0.0,0.20555,1.4705300000000001,0.0,0.02522,0.0,0.0,0.0,0.01901,0.01075,0.0,0.004,0.0,0.00979,0.0,0.00435,0.0,0.00105,0.00367,2.63042,0.27581,0.00272,0.00843,0.15568,0.04916,0.00262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69802,0.0,0.00721,0.037360000000000004,0.59028,0.0,0.0,0.10788,0.0,0.0007,0.0,0.0,0.00669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08215,0.04994,0.0,0.02752,0.0,0.00779,0.0,0.0,0.00301,0.0,0.0,0.00396,0.0,0.0,0.0,0.0,0.01081,0.0,0.01454,0.02752,0.0,0.0,0.0,0.0,0.0,0.0,0.06061,0.0,0.0,0.19946,0.06718,0.04549,0.03446,0.02648,0.00748,0.00402,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012380,0,0.0,2.55536,21.98427,0.0,51.56169999999999,0.01649,0.0,0.08767,2.5667500000000008,1.7953100000000002,2.7591499999999995,0.8511700000000001,0.0,0.01465,2.59033,0.0,0.0061,0.0,0.0,0.0,0.37983,0.00506,0.0,0.0,3.04054,0.5768999999999999,0.0,0.00058,0.057139999999999996,0.11843,0.00367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01869,0.0,0.01555,0.0,0.12427,0.0,0.0,0.0,0.0005,0.12228,0.0176,0.0,3.7519299999999998,0.0,0.09131,0.0,0.0,0.0,0.00121,0.0,0.01371,0.0,0.0,0.0,1.40032,0.12626,0.0,0.0,0.19993,0.0,0.0,0.0,0.00502,0.0,0.01113,3.05302,0.03743,0.0,0.02721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012687,0,0.019889999999999998,19.121129999999997,0.05158000000000001,7.28497,35.13605999999998,0.42383,0.0,1.0367,0.09135000000000001,0.08899,0.63808,9.0973,0.0,0.0,0.11908,0.0,0.00608,0.0,0.0,0.0,0.00349,0.0,0.033,0.04719,0.0,0.0,0.0,0.0,0.18478,0.46242,5.967499999999999,1.921,2.1131,0.22157,2.4267399999999997,0.0,0.45907,0.00142,0.0,0.0,0.0,0.05043,1.46054,0.0,0.0,0.00863,0.00117,0.00378,0.0,0.00434,0.0,0.96821,1.52893,0.00646,0.01878,1.77047,0.0,0.00869,0.00959,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.22501,0.0,1.49929,0.0,0.03429,0.0,0.0,0.0,0.0,0.0,3.20435,0.0,0.03594,0.08465,0.1037,0.04617,0.03513,0.09749,0.00433,0.0,0.0045,0.00944,0.0,0.0,0.03109,0.0,0.0,0.0,0.0,0.05952,0.06032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01114,0.0,0.03737,0.0,0.02496,0.0,0.0,0.32827,0.0,0.0,0.00204,0.0,0.0,0.21916,0.0,0.00043,0.00109,0.0,0.01919,0.0,0.0,0.0,0.0,0.0,0.0,0.1209,0.0,0.01085,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.39297,0.20773,0.17729,0.01019,0.01019,0.00681,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012452,1,0.0,6.2106699999999995,4.213550000000001,0.0,47.45372999999999,1.11042,0.0,1.01703,0.39929,0.46489,6.09089,0.36097,0.0,0.01021,23.931220000000003,0.0,0.0266,0.0,0.0,0.0,0.04936,0.0,0.0,0.12075,0.34574,0.06182,0.0,0.0,0.049389999999999996,0.0,0.0,0.02216,0.0,0.0,0.33228,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.02316,0.01224,0.0,0.0,5.8021,0.0,0.00368,0.04026,0.48578,0.0,0.0,0.0,0.01456,0.0,0.07384,0.0,1.05182,0.15494,0.0,0.0,0.02885,0.0,0.0,0.0,0.01414,0.0,0.00396,0.0,0.00275,0.0,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012578,0,0.01649,10.66225,0.19417,0.18937,41.90960999999999,1.83966,1.58836,0.02624,0.32403,0.30239000000000005,0.7205399999999998,37.995900000000006,0.0,0.0,0.01894,0.0,0.0,0.07227,0.0,0.0,0.01208,0.0,0.03454,0.01744,0.0,0.0,0.0,0.0,0.07416,0.06324,0.00099,0.0,0.0,0.10107,0.05572,0.0,0.05651,0.0,0.0,0.1334,0.02286,0.00647,0.0,0.10112,0.24922,0.08057,0.04937,0.05618,0.00423,0.01619,0.0,0.22566000000000003,0.0,0.07753,0.0556,0.0,0.00786,0.0,0.0,0.03406,0.0,0.0,0.0,0.28616,0.0,0.0,0.0,0.0,0.54794,0.0,0.51477,0.0,0.00682,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.01074,0.0,0.0,0.0,0.02232,0.0,0.0,0.0,0.0327,0.09054,0.0,0.39341,0.0,0.0,0.0,0.0,0.0,0.0,0.00593,0.0,0.0,0.0,0.0,0.0,0.0,0.40802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24456,0.0,0.0,0.0,0.0,0.0,0.00288,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01367,0.00166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012617,0,0.0,0.0,0.0,0.0,87.86950999999999,0.0,0.0,0.0,0.6228899999999999,0.25004,1.6909399999999999,0.05591,0.0,0.0,6.30136,0.0,0.00953,0.0,0.0,0.0,0.00129,0.0,0.0,0.0,0.0,0.02225,0.0,0.00284,0.56363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481,0.0,0.0,0.0,0.00511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
