sample_id,label,f__Synergistaceae,f__Rikenellaceae,f__Prevotellaceae,f__Porphyromonadaceae,f__Tannerellaceae,f__Bacteroidaceae,f__Coriobacteriaceae,f__Methanobacteriaceae,f__Eubacteriales_unclassified,f__Oscillospiraceae,f__Odoribacteraceae,f__Acidaminococcaceae,f__FGB3012,f__Lachnospiraceae,f__Clostridiaceae,f__Desulfovibrionaceae,f__Christensenellaceae,f__Eubacteriales_Family_XIII_Incertae_Sedis,f__Lactobacillaceae,f__Eggerthellaceae,f__Erysipelotrichaceae,f__Eubacteriales_incertae_sedis,f__Streptococcaceae,f__Enterobacteriaceae,f__Eubacteriaceae,f__FGB2875,f__Corynebacteriaceae,f__Peptostreptococcaceae,f__Bifidobacteriaceae,f__FGB9120,f__Candidatus_Saccharimonadaceae,f__FGB15212,f__FGB618,f__FGB82363,f__Coprobacillaceae,f__Candidatus_Saccharibacteria_unclassified,f__Candidatus_Nanoperiomorbaceae,f__FGB1226,f__Enterococcaceae,f__FGB1262,f__Barnesiellaceae,f__Selenomonadaceae,f__Actinomycetaceae,f__FGB1126,f__Bianqueaceae,f__Atopobiaceae,f__Candidatus_Nanosynbacteraceae,f__Sutterellaceae,f__Firmicutes_unclassified,f__FGB1776,f__FGB14936,f__FGB31455,f__FGB2982,f__FGB1765,f__Turicibacteraceae,f__FGB1779,f__FGB3069,f__FGB9238,f__FGB3041,f__FGB1217,f__FGB75721,f__Pasteurellaceae,f__FGB10318,f__FGB3048,f__FGB9119,f__FGB3038,f__FGB2918,f__FGB1011,f__Clostridia_unclassified,f__FGB3047,f__FGB2840,f__Veillonellaceae,f__FGB38642,f__Bacteria_unclassified,f__FGB3023,f__FGB1354,f__FGB1359,f__FGB9491,f__FGB2915,f__Carnobacteriaceae,f__FGB1227,f__FGB1538,f__FGB3057,f__FGB4405,f__Akkermansiaceae,f__FGB1292,f__Oxalobacteraceae,f__FGB2404,f__FGB10055,f__FGB1380,f__FGB3062,f__Candidatus_Gastranaerophilales_unclassified,f__FGB77988,f__Propionibacteriaceae,f__FGB45628,f__Staphylococcaceae,f__Fusobacteriaceae,f__Candidatus_Nanogingivalaceae,f__Bacillales_unclassified,f__FGB4806,f__Micrococcaceae,f__FGB4605,f__FGB3072,f__FGB2984,f__FGB1201,f__FGB45503,f__FGB72924,f__FGB52309,f__FGB16911,f__FGB2997,f__FGB2930,f__FGB3625,f__FGB629,f__Muribaculaceae,f__Bacteroidales_unclassified,f__FGB1474,f__FGB1425,f__FGB544,f__FGB9583,f__FGB28369,f__FGB1473,f__FGB668,f__Candidatus_Borkfalkiaceae,f__FGB3009,f__FGB1374,f__FGB2834,f__Saccharomycetaceae,f__FGB2345,f__Comamonadaceae,f__Yeguiaceae,f__FGB11257,f__FGB28775,f__FGB1325,f__FGB79270,f__FGB529,f__FGB2949,f__FGB3054,f__FGB2890,f__FGB2960,f__FGB24517,f__FGB79237,f__FGB10312,f__FGB10309,f__FGB10477,f__FGB73223,f__FGB4616,f__Victivallaceae,f__FGB3172,f__FGB1211,f__FGB2952,f__FGB30287,f__FGB9272,f__FGB79291,f__FGB32970,f__FGB1347,f__Moraxellaceae,f__FGB2959,f__Peptoniphilaceae,f__FGB3004,f__Aerococcaceae,f__FGB12107,f__FGB1872,f__FGB9989,f__FGB79245,f__FGB667,f__FGB10341,f__FGB83839,f__FGB79152,f__Elusimicrobiaceae,f__FGB10021,f__FGB4559,f__FGB1780,f__FGB2881,f__FGB4355,f__FGB58251,f__FGB1298,f__FGB79363,f__FGB1787,f__FGB2837,f__FGB1670,f__FGB45555,f__FGB40183,f__FGB73062,f__FGB30328,f__FGB2880,f__Neisseriaceae,f__Tropherymataceae,f__FGB67123,f__FGB2801,f__FGB38791,f__FGB77241,f__FGB72939,f__Caulobacteraceae,f__Burkholderiaceae,f__Methylobacteriaceae,f__FGB2403,f__Feifaniaceae,f__FGB1814,f__FGB2165,f__Methanomicrobiaceae,f__Lawsonellaceae,f__Morganellaceae,f__Pseudomonadaceae,f__Nitrobacteraceae,f__FGB79294,f__FGB1249,f__FGB1311,f__FGB3070,f__FGB2942,f__FGB1258,f__FGB2941,f__FGB9714,f__FGB2889,f__FGB2950,f__FGB2917,f__FGB2921,f__FGB2936,f__FGB3040,f__Dysgonomonadaceae,f__Campylobacteraceae,f__FGB2937,f__FGB4648,f__FGB2846,f__FGB7869,f__FGB1260,f__Bacillaceae,f__FGB1355,f__FGB79015,f__FGB78291,f__FGB8294,f__Marinilabiliaceae,f__FGB5194,f__Leptotrichiaceae,f__Tissierellia_unclassified,f__FGB602,f__FGB1705,f__FGB2992,f__Succinivibrionaceae,f__Puniceicoccaceae,f__FGB9718,f__FGB2906,f__Microbacteriaceae,f__FGB77566,f__Hafniaceae,f__FGB2898,f__FGB1207,f__FGB9115,f__FGB1303,f__FGB73902,f__Weeksellaceae,f__FGB10314,f__FGB72899,f__FGB78857,f__FGB2947,f__FGB3071,f__FGB2378,f__FGB3043,f__FGB11739,f__FGB78645,f__FGB658,f__FGB1012,f__Erythrobacteraceae,f__FGB540,f__FGB2985,f__FGB1777,f__FGB79211,f__FGB2945,f__FGB9512,f__FGB8140,f__FGB2983,f__Coriobacteriales_unclassified,f__Xanthomonadaceae,f__Phyllobacteriaceae,f__Hyphomicrobiaceae,f__Reyranellaceae,f__Acetobacteraceae,f__Boseaceae,f__Nocardioidaceae,f__Nakamurellaceae,f__Deinococcaceae,f__Sphingobacteriaceae,f__Planctomycetaceae,f__Sphingomonadaceae,f__Candidatus_Brocadiaceae,f__FGB10325,f__FGB536,f__FGB1337,f__FGB51922,f__Budviciaceae,f__FGB1778,f__FGB2932,f__FGB2839,f__FGB2873,f__FGB9977,f__FGB58291,f__FGB9828,f__FGB3039,f__FGB2954,f__FGB1402,f__FGB1362,f__FGB1789,f__FGB10290,f__FGB78461,f__FGB2107,f__FGB77220,f__FGB2874,f__FGB2957,f__FGB2164,f__FGB2117,f__FGB2905,f__FGB4623,f__FGB79244,f__FGB78183,f__Methanomassiliicoccaceae,f__FGB77202,f__Methanotrichaceae,f__FGB74971,f__FGB77153
CRR1012468,1,34.46394,31.2897,3.52224,2.96167,3.1112200000000003,4.875750000000001,1.7112,1.64545,1.9450500000000002,4.536760000000001,1.10122,0.68787,0.57857,3.3638600000000003,0.62129,0.45747,0.32017,0.33945000000000003,0.30232,0.5485300000000001,0.41606,0.18923,0.21052000000000004,0.10622,0.12852,0.07737,0.05501,0.0582,0.06219,0.03903,0.03307,0.02982,0.02853,0.0193,0.01813,0.047369999999999995,0.01765,0.01667,0.01482,0.00976,0.00845,0.00477,0.01062,0.00313,0.00306,0.00416,0.00213,0.00142,0.00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012436,1,0.0,4.87618,8.07926,0.00104,5.26716,4.78657,1.24281,0.0,0.8887599999999999,14.446730000000002,0.54786,0.55467,0.0,31.070439999999994,1.9523,0.02697,0.00513,0.26108,0.0,1.02006,0.5293800000000001,1.28429,0.18642999999999998,0.16899999999999998,1.3166900000000001,0.0,0.0,0.30561,0.51418,0.0,0.01606,0.18477,0.0,0.06533,0.0,0.032799999999999996,0.0,0.02623,0.0,0.0,0.0,0.0,0.0008799999999999999,0.0,0.0,0.0,0.00673,0.21570999999999999,0.0,6.73696,5.78396,5.50475,0.74188,0.41213999999999995,0.22348,0.08543,0.14205,0.07115,0.07048,0.05302,0.03001,0.02693,0.0266,0.02628,0.02439,0.03812,0.02004,0.01267,0.01019,0.01018,0.00936,0.01778,0.00817,0.00807,0.00667,0.00413,0.00397,0.00297,0.00228,0.00211,0.00112,0.00099,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012470,1,0.00833,9.64053,0.0,0.0,2.57989,37.22773000000001,0.05909,0.0,0.14597999999999997,21.45147000000001,0.14505,1.77537,0.27094,9.553890000000004,1.4881300000000002,0.772,0.00439,0.01889,0.0,0.16562000000000002,0.27601000000000003,5.93602,0.17424999999999996,0.28034,0.26069,0.0,0.0,0.0,0.11784,0.0,0.01666,0.0,0.0,0.0,0.04329,0.04005,0.0,0.0,0.0,0.0,0.12444,0.84027,0.00768,0.0,0.00034,0.00059,0.0,0.19701000000000002,0.29632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06826,0.0,0.0,0.0,0.03008,0.0,0.00119,0.0,0.03278,0.01338,0.01733,0.0,0.42965000000000003,0.0114,0.00999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96859,0.61748,0.3211,0.26321,0.0883,0.07019,0.06072,0.04711,0.01396,0.0096,0.00517,0.00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012605,0,0.16888,0.0,0.0,0.0,8.32141,31.500939999999996,0.0,0.0,0.13458,4.67976,0.0,0.0,0.0,28.114170000000005,2.29194,0.06006,0.04079,0.91873,0.0,1.33896,2.24154,0.0,0.13276,1.8274099999999998,0.1762,0.0,0.0,0.42267,15.28534,0.0,0.01642,0.0,0.0,0.0,0.2986,0.0057,0.0,0.0,0.08363,0.0,0.0,0.0,0.0096,0.0,0.0,0.0285,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4709899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.00189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012358,0,0.0,0.05459,0.0,0.0,1.5698,4.44012,1.24359,0.0,0.2873,5.4937700000000005,0.04301,12.67255,0.0,48.93425999999999,1.1763600000000003,1.23365,0.01241,0.01219,0.8260000000000001,1.2078700000000002,0.7823599999999999,0.0,8.92236,1.27171,0.06269999999999999,0.0,0.0,0.04393,7.85531,0.0,0.02851,0.0,0.0,0.0,0.01688,0.17706999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.03308,0.0,0.0,0.0,0.0,0.06183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00849,0.0,0.0,0.0,0.0,0.0,0.0,0.03847,0.0,0.0,0.23502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00342,0.0,0.0,0.0,0.0,0.0,0.023280000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21414,0.013380000000000001,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012480,1,0.0,4.940199999999999,16.05007,0.0,0.83679,10.701350000000001,0.90583,0.0,0.62932,18.50287,0.45862,0.01775,0.0,21.08627,1.4885500000000003,0.07537,0.0,0.03257,0.59,0.46892,0.19885,0.57412,0.6534800000000001,0.17637000000000003,4.853009999999999,0.0,0.0,1.45,0.18367,0.04309,0.01812,0.0,0.0,0.0,0.0,0.04353,0.0,0.00253,0.0,0.0,0.78182,0.77964,0.010029999999999999,0.0,0.0,0.00037,0.0,0.46915,0.00395,1.79524,0.0,0.0,0.01767,0.0,0.01496,0.0,0.0,0.0,0.0,0.01652,0.0,0.51199,0.0,0.0,0.0,0.0,0.0,0.0,0.00893,0.04084,0.0,7.82007,0.08801,0.02973,0.0,0.00169,0.0,0.00296,0.0,0.00547,0.0,0.0,0.0,0.0,2.51989,0.05253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02032,0.01729,0.00536,0.00406,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012371,1,0.02971,9.735800000000003,0.75313,0.0,0.6784700000000001,4.319789999999999,0.49506000000000006,0.0,1.3998199999999998,17.096330000000005,0.25532,1.36797,0.0,27.309069999999995,1.88308,1.0737900000000002,0.05274999999999999,0.21879999999999997,0.03132,1.64178,2.5123499999999996,0.6816,0.5749000000000001,0.31986000000000003,2.5591000000000004,0.0,0.0,0.24488,0.40058,0.0,0.00693,0.0,0.0,0.0,0.0,0.04173,0.0,0.00012,0.0,0.03916,1.49902,0.0,0.01948,0.0,0.00761,0.04026,0.0,0.13383,0.28062000000000004,0.71471,2.05979,0.0,0.02124,7.753959999999999,0.27085,0.0,0.00058,0.0,0.0,0.0,0.0,0.01798,0.0,0.03005,0.0,0.01392,0.0,0.00082,0.00041,0.01427,0.0,0.01828,0.49585,0.0245,0.02047,0.26247,0.03284,0.0097,0.0,0.00135,0.00989,0.0,0.01129,0.0,0.00063,0.0,0.12951,0.0,0.0,0.0,0.56488,0.0,0.14653,0.0,0.00052,0.01563,9.33366,0.0,0.02471,0.0,0.00395,0.0,0.03709,0.0,0.17702,0.02413,0.02115,0.01448,0.00916,0.00527,0.00182,0.00065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
