feature,importance
f__Odoribacteraceae,0.03824067712568416
f__Carnobacteriaceae,0.02992411249457622
f__Barnesiellaceae,0.026107434955776686
f__Candidatus_Saccharibacteria_unclassified,0.025667723339794474
f__Firmicutes_unclassified,0.02399249824088082
f__Eggerthellaceae,0.023456277955385955
f__Lactobacillaceae,0.017507197431283067
f__Christensenellaceae,0.017423877749595182
f__Selenomonadaceae,0.01662478560398429
f__Enterobacteriaceae,0.016123987967682683
f__Acidaminococcaceae,0.015165394123317874
f__Turicibacteraceae,0.015088075556438926
f__Sutterellaceae,0.015086255731775133
f__Bacteria_unclassified,0.015001811969309106
f__FGB1217,0.014982805852961108
f__Clostridia_unclassified,0.014940994060878132
f__Peptostreptococcaceae,0.014579857043010128
f__Rikenellaceae,0.014571993420417935
f__FGB1765,0.014359978743934736
f__Streptococcaceae,0.014236263365736218
f__Coriobacteriaceae,0.014084104760798738
f__Candidatus_Saccharimonadaceae,0.01404399330749673
f__Akkermansiaceae,0.01395220461466788
f__Micrococcaceae,0.013951428927816194
f__FGB75721,0.01382012087002818
f__FGB3047,0.013753214433052049
f__Candidatus_Nanogingivalaceae,0.0136558463902494
f__Pasteurellaceae,0.013527883344694031
f__FGB3048,0.013489389764415289
f__Veillonellaceae,0.013429738673928982
f__FGB1380,0.013340524505087463
f__Actinomycetaceae,0.013158387521057718
f__Synergistaceae,0.013115684691660051
f__Erysipelotrichaceae,0.012941980752852843
f__FGB38642,0.012750521056662842
f__Clostridiaceae,0.012565024535747177
f__Tannerellaceae,0.012332597752797471
f__Desulfovibrionaceae,0.012136032300045159
f__Prevotellaceae,0.01179898026315961
f__Enterococcaceae,0.011585547816130803
f__Eubacteriaceae,0.0114810899939397
f__Oscillospiraceae,0.011436494219408755
f__FGB77988,0.011383467557991222
f__FGB3038,0.011206857311857844
f__Coprobacillaceae,0.011122613531697474
f__FGB1226,0.010902209078608822
f__Eubacteriales_Family_XIII_Incertae_Sedis,0.010871941861030736
f__Eubacteriales_incertae_sedis,0.010700096811821968
f__Atopobiaceae,0.01069908838442289
f__Lachnospiraceae,0.010543411380507142
f__Corynebacteriaceae,0.009711070760425202
f__FGB45628,0.009328573594494422
f__Bacillales_unclassified,0.009091303950297055
f__Eubacteriales_unclassified,0.008898768497999124
f__Bifidobacteriaceae,0.00884598595778299
f__Propionibacteriaceae,0.008754686881614598
f__FGB1292,0.008540889423486756
f__Bacteroidaceae,0.008463136102425401
f__FGB4806,0.008443023577123553
f__FGB2960,0.008122086582490144
f__FGB1325,0.007840154876892854
f__FGB3057,0.00773106317789504
f__FGB2997,0.007648948150529582
f__FGB14936,0.007288341411046743
f__FGB15212,0.007143759264967975
f__Oxalobacteraceae,0.0071215099869835746
f__FGB4605,0.007079283913709652
f__Fusobacteriaceae,0.006927007816348282
f__FGB1011,0.0068845032520928
f__FGB3069,0.006765425669431276
f__FGB3023,0.006427249322556488
f__FGB45503,0.006318936643259354
f__FGB72924,0.006286795213560391
f__FGB10477,0.005620711373235089
f__FGB1776,0.005600685098872049
f__FGB1359,0.005466684515659104
f__FGB1354,0.0054127765538815
f__FGB3062,0.005377686945918262
f__FGB2915,0.005128898291105582
f__FGB3072,0.005081188169989019
f__FGB1126,0.005005986346054746
f__FGB1262,0.004995803736154766
f__FGB32970,0.004050241325167557
f__FGB1227,0.003950637356206733
f__FGB9989,0.003934895901439505
f__FGB2982,0.003848821212844934
