feature,p_value,u_stat,cohens_d,cohens_d_raw,log2_fc,ad_mean,control_mean,direction,p_adj
f__Synergistaceae,0.2309141639847545,3429.0,0.08034564377642221,-0.08034564377642221,0.0,-2.780199922143283,-2.569152375449714,down,0.5606834576320565
f__Rikenellaceae,0.037638748342644454,4561.0,0.33913567202248257,0.33913567202248257,0.3131962158825978,5.195702727102259,4.181795966410604,up,0.3236932357467423
f__Tannerellaceae,0.8540334412764802,3907.0,0.0013375082919607423,0.0013375082919607423,0.0011004313259647888,4.145004292767209,4.141843851166414,up,0.9538555318152895
f__Bacteroidaceae,0.6989182819956665,3709.0,0.004066810822531633,0.004066810822531633,0.001380065671975348,7.3764551406399645,7.369402281406575,up,0.8615972781193958
f__Coriobacteriaceae,0.21983022296431887,4267.0,0.22041213036233126,0.22041213036233126,0.37702057281326584,3.085424208929174,2.375857459224127,up,0.5606834576320565
f__Eubacteriales_unclassified,0.5593594725157676,4045.0,0.1784997622470786,0.1784997622470786,0.11598285242301358,4.987764937797574,4.602477355250138,up,0.7867385765436331
f__Oscillospiraceae,0.473333339550432,3595.0,0.07939838012194422,-0.07939838012194422,-0.01257880090227389,7.795194605892802,7.863457758230082,down,0.7124853456568729
f__Odoribacteraceae,0.0004994899931572482,5045.0,0.5946920508889055,0.5946920508889055,2.7970452222729856,2.140286829331674,0.3079480567129388,up,0.04295613941152334
f__Acidaminococcaceae,0.14703986110758432,3342.0,0.19219600327116193,-0.19219600327116193,-0.8767982180525585,0.9345581176811886,1.7161248416227695,down,0.5474558440945567
f__Lachnospiraceae,0.12643998101053996,3315.0,0.19395820561312088,-0.19395820561312088,-0.035772984920711605,8.285098912536055,8.493103941337202,down,0.5178018269955447
f__Clostridiaceae,0.06066067797905514,3195.0,0.23235076838966368,-0.23235076838966368,-0.08144037793570383,5.488653764397046,5.8074012279352365,down,0.4187770383258638
f__Desulfovibrionaceae,0.4048698163833925,4131.0,0.1465151312971959,0.1465151312971959,0.3645250342626245,1.9311419176309879,1.4999653313000691,up,0.6684674860227552
f__Christensenellaceae,0.380804973559531,3540.0,0.1318014390230069,-0.1318014390230069,0.0,-0.9971375780404671,-0.6562286831515364,down,0.6684674860227552
f__Eubacteriales_Family_XIII_Incertae_Sedis,0.8699721457430225,3786.0,0.07562298208696949,-0.07562298208696949,-0.11024464374722483,1.9960588628749882,2.1545684146143467,down,0.9573323767038106
f__Lactobacillaceae,0.2275480696151605,4260.0,0.21466489372789135,0.21466489372789135,1.2180969377814987,1.3046120447620657,0.5607866520307198,up,0.5606834576320565
f__Eggerthellaceae,0.3140358387544807,3495.0,0.17958201161975124,-0.17958201161975124,-0.09980593792030053,4.1565833895700095,4.454316565377701,down,0.6280716775089614
f__Eubacteriales_incertae_sedis,0.5770369350225049,4036.0,0.15709562320725082,0.15709562320725082,0.22148116243227522,3.5220426230626893,3.020801122811002,up,0.7877012128878638
f__Streptococcaceae,0.0363265371194196,3120.0,0.3377780616237989,-0.3377780616237989,-0.23170084274268812,4.170738944609666,4.897358660669649,down,0.3236932357467423
